Left Shoulder
194.8857 198.6406
165.3428 218.3750
151.4449 216.9570
122.4490 213.5625
105.3265 206.2969
140.4939 210.9609
155.1959 223.1641
231.8367 246.8359
263.7061 232.3750
601.2122 231.5703
594.0449 220.7051
580.5510 223.6406
663.5714 242.0586
636.1021 219.1445
495.0000 156.0664
643.0530 217.7305
651.8530 215.3242
664.1877 214.4531
660.3715 216.9063
634.6000 194.6563
627.3673 185.7188
648.3469 182.4141
655.0612 184.5977
654.6000 181.2188
643.4490 191.9063
662.8367 195.1680
674.8000 202.3203
665.0898 196.1094
261.8000 166.8750
247.5102 158.7344
231.7347 155.5078
235.0163 155.9375
426.2245 197.0703
489.4000 245.0781
682.6245 210.6875
319.0000 156.0000
302.1265 147.1367
305.0123 155.5625
307.7143 145.5078
326.8531 149.9609
317.2449 156.6250
292.7837 148.5898
293.1224 156.6719
273.0000 171.0000
292.3265 170.2969
512.5306 244.1094
309.3510 182.3477
195.4163 201.7813
220.0286 215.5898
337.4572 270.1289
437.1796 165.8438
448.7755 186.1016
179.2000 140.4141
558.3715 166.7500
232.8857 147.4219
323.9061 193.0547
237.5429 151.8125
245.6531 160.8125
407.0449 220.9219
405.9959 213.9727
399.1429 221.7578
403.1837 225.2969
372.4041 229.4063
269.6286 240.3125
658.7796 217.2891
651.5184 202.2539
662.8776 212.5938
309.5510 281.2305
235.2449 273.4961
234.3306 270.6875
230.7224 271.4688
608.7551 237.3672
284.1021 284.2500
297.0000 290.4688
303.0816 293.1953
602.2898 224.0000
311.2735 290.9648
310.3714 279.7266
301.3673 280.4219
310.1306 282.5313
303.3673 299.1172
248.9347 287.0313
553.3755 234.9883
365.1306 251.7500
471.2612 122.9023
455.2000 135.0781
622.8694 167.8281
635.4694 163.2500
632.5306 169.2227
297.0612 282.7930
260.7959 275.1406
255.0939 264.4102
301.9306 269.9922
300.7918 269.2109
285.4694 281.4375
284.2531 276.1875
347.5918 283.6172
333.3673 278.1563
675.1959 220.5625
677.0327 211.4922
662.3674 216.3516
294.3469 231.8281
358.2980 224.4922
391.3551 217.5078
165.8979 202.9180
409.0000 237.5000
205.9388 264.8594
394.1306 236.0313
393.4000 233.0156
385.5592 217.8984
393.2571 242.0352
467.0612 175.1719
399.1224 162.0234
269.8449 126.9922
279.5428 141.4609
280.9470 125.3750
279.1674 129.6250
287.7347 120.9258
568.8163 174.1250
565.0571 177.8438
411.0898 182.1875
350.0449 169.3828
271.9918 165.3984
460.4816 164.2500
451.8980 173.0313
427.1225 168.5625
249.4776 182.4102
252.5592 307.0078
249.0572 305.8125
240.9265 287.4258
220.0612 288.6250
230.6572 268.8438
207.5714 267.3984
248.1061 225.5664
239.7143 226.3359
254.4694 213.5586
251.8286 219.6484
245.2122 210.9375
241.7592 207.9063
244.0571 207.7734
239.4898 213.0234
246.3673 209.6797
239.8776 202.0547
244.3551 201.4609
242.9469 203.2500
249.5714 202.5156
254.0694 204.1484
597.3020 265.2188
382.4898 229.8789
382.0041 212.8828
376.8979 206.0234
374.3347 209.9023
384.3673 328.5000
579.0612 224.6211
248.9469 223.1328
243.9102 222.1563
426.7878 268.3672
423.1714 272.0352
284.8082 213.5156
643.1877 204.9688
307.4000 231.6563
336.9225 266.0156
440.2490 228.8828
235.2041 212.5898
248.8163 208.9180
263.4408 211.1406
252.7714 215.7500
253.4449 203.7578
254.9714 218.1602
245.4857 225.9688
245.5469 232.7344
251.5470 230.2695
245.5755 222.9375
254.0123 223.0547
265.9265 233.9063
688.6531 263.6250
306.5837 216.3203
310.5020 229.8828
590.0000 204.8555
586.6367 193.2344
607.3633 192.1758
600.7429 195.7500
662.3062 189.3867
438.9796 301.9063
469.0000 233.5625
679.2571 186.1992
659.6000 187.8906
662.8735 198.6914
644.1428 202.3438
615.3715 203.4141
616.5510 185.6563
591.7020 198.8438
579.5878 192.2813
419.0898 203.1016
421.0816 207.0938
427.0204 206.0469
424.4367 203.1016
384.7429 241.3594
400.5061 226.6875
669.9960 197.3477
647.4653 200.7813
646.2245 211.4453
481.8408 258.3750
398.6367 204.0781
401.4939 209.7500
396.3878 210.5313
391.6816 204.1836
392.6327 207.3438
331.9673 181.2188
129.8653 302.1250
442.3102 219.0781
499.9061 219.9531
167.2041 195.8750
209.0898 194.0703
242.6571 192.8906
248.8408 192.2500
256.4000 197.0000
507.3714 209.2578
498.3959 213.7813
460.4572 228.3438
189.7469 157.8984
435.7061 189.6055
440.0000 188.2852
448.2245 184.9453
461.6776 204.8281
473.9918 201.8203
477.4000 197.5781
477.3673 189.1406
126.2653 202.4609
196.3959 192.5234
193.7673 189.4336
244.1918 195.2891
359.6000 198.1641
321.6245 171.7891
320.1183 169.2227
307.7510 169.1563
350.3347 150.1875
407.3265 164.5000
410.8939 163.6250
432.9551 179.1484
500.3510 176.3281
505.5959 181.7383
370.8163 175.9375
365.4572 174.0313
368.7755 174.1484
292.9388 138.8594
238.8000 152.7539
241.2571 147.7500
217.1265 158.3125
210.3551 165.9063
269.7347 160.6172
272.9225 156.9102
345.9877 202.1563
317.4980 150.5234
102.5592 208.0625
490.4286 266.7734
607.9510 256.8750
516.4408 280.5625
579.9388 235.6602
599.4286 238.8711
612.3021 237.5781
640.0898 277.7617
642.2653 271.1563
663.1021 261.8125
655.1143 276.2109
661.6490 252.3750
660.6408 248.4297
427.2653 166.6406
460.5102 204.8086
488.8571 181.2500
416.4000 181.9141
560.2490 310.5586
160.2653 229.6875
136.9428 210.5938
118.1143 196.9102
451.2000 152.1406
430.1429 147.5938
444.0898 151.8008
440.7551 151.8164
425.5306 143.2109
421.6000 144.6250
437.4531 135.4531
440.6000 137.0000
425.7633 137.6367
422.7306 139.2930
431.9224 149.4570
437.2898 144.7266
195.1429 345.4883
318.3061 239.3203
227.2735 295.2266
219.5918 267.3203
240.0123 283.9453
302.8571 221.5391
289.4122 206.4258
254.6041 213.5625
268.1959 234.5859
367.4490 130.7617
361.4898 129.0938
360.0000 127.1211
360.5714 135.3047
362.8367 129.2422
357.5184 137.5313
110.0286 173.4570
376.9143 235.8984
380.0571 235.0469
385.0286 229.6875
380.8571 227.4375
382.7918 226.5000
383.5714 238.0078
373.0204 236.0508
264.9184 204.6250
270.6000 203.7656
269.2000 211.5938
274.8000 214.0703
253.5551 215.5859
238.8123 192.7656
238.7918 189.7656
233.6898 191.5352
232.2816 193.9063
253.6612 212.3477
294.5714 202.7031
490.4000 201.9102
530.7551 209.8828
541.1428 211.9766
545.9592 204.3125
541.3837 205.2852
527.0531 182.2500
290.8490 135.2773
291.6857 134.0352
294.9673 130.9688
292.6449 144.0625
292.8490 135.3828
482.4245 227.8594
437.0653 225.1016
367.7429 240.8125
338.3061 241.7461
645.6327 226.5117
458.7959 309.5352
366.2531 240.7930
344.8163 252.2813
340.2735 242.5000
361.4081 247.1406
367.5347 241.6172
326.4000 179.3125
327.1224 176.8281
309.7714 172.7969
312.1877 166.5391
294.3184 163.5000
293.3061 171.9883
58.1429 268.6250
468.5674 315.1328
97.5918 272.7500
114.5306 262.8438
121.5428 270.2656
511.7265 238.2578
492.2816 239.1758
479.2000 375.0430
622.7306 190.8438
484.4612 259.8711
432.4694 272.0273
510.2041 267.8477
461.1633 209.5742
464.0204 209.7188
511.9551 185.6289
321.3878 200.3047
527.4653 186.6758
519.5959 164.4375
314.8000 207.8906
513.3062 141.8594
39.5061 242.0859
89.9796 252.1797
463.1429 187.2148
393.2368 201.5000
287.7959 237.9922
512.8367 195.2773
263.4286 209.8828
504.1429 211.5781
185.7469 122.6328
203.8000 122.2773
203.2939 131.1484
359.4000 180.0000
329.8163 309.5938
348.2000 185.2305
330.4000 169.6094
324.4980 164.6250
334.9878 160.0430
354.4000 157.8750
500.3061 215.5977
517.0327 227.3281
524.6449 221.6406
512.6490 224.8203
500.2857 216.2227
500.4898 205.6172
488.8531 199.0000
485.5347 198.0039
499.2286 203.8750
486.0816 224.1563
491.2694 217.1016
125.3469 238.2305
395.8000 227.8438
395.7061 238.0156
399.0204 232.5000
337.1021 220.9531
621.4490 213.2344
108.2816 196.5430
107.9143 173.2734
91.0000 183.0000
98.9837 191.6641
602.3143 220.2891
93.6939 200.3750
82.9959 188.1250
85.5102 193.2344
123.1225 178.9375
133.7592 192.5938
461.5143 277.6641
520.3837 289.1172
501.1429 292.3711
480.4980 286.0820
512.1143 302.8125
560.1877 290.2188
586.5266 228.9219
319.8367 267.6875
616.7837 257.6523
330.9469 271.3711
298.0000 252.1797
139.1877 224.0625
266.5428 253.2031
388.9184 219.9102
191.5878 188.0859
181.3551 187.8906
443.6980 268.9609
233.9265 230.8125
233.0000 223.1172
231.6898 225.0313
245.7265 237.6719
249.2245 244.1602
159.6939 175.4961
646.8735 224.2813
635.1959 218.5000
416.6122 274.4570
609.8123 214.5234
121.8204 170.3516
556.2000 212.3750
404.0163 267.9297
635.7592 193.1445
495.3061 220.8203
424.1714 274.5313
296.5714 228.4531
462.8245 183.1484
628.5714 306.2188
343.4000 198.1250
345.8000 202.7344
346.6000 202.8672
365.8000 210.7109
482.3388 235.0156
585.2734 219.6250
313.7143 189.6484
585.2081 211.5156
320.0408 191.3203
614.0735 217.5430
308.5714 190.7969
647.9225 234.3750
316.2408 194.3750
535.2694 265.0352
176.2041 220.3750
117.1143 154.1602
340.7143 266.5625
333.4694 234.9688
486.9878 203.9844
471.9143 187.6641
690.4082 253.0938
646.0000 251.4766
457.0694 365.3320
278.9796 244.0000
290.1429 230.6250
640.1143 202.6172
332.9633 213.9023
664.2490 220.1953
317.3510 217.0547
317.3918 215.1406
304.2000 215.6055
320.6041 220.1875
323.8041 237.9688
308.5428 221.9063
308.8531 232.1406
650.7429 282.4141
655.2000 263.1797
667.4122 250.3125
678.1633 249.0703
500.6531 168.7266
430.5510 166.6875
413.5347 303.5469
183.3184 267.5000
645.1633 274.6719
441.8000 264.5625
419.1429 233.9570
475.3878 241.4609
489.6327 206.8750
497.8979 197.3125
506.1429 210.5000
501.1429 203.9063
674.5551 311.0391
144.4408 244.4063
231.8979 254.7813
250.8571 230.7188
211.6367 225.5078
555.8000 168.1250
586.4163 189.4102
686.9510 190.2617
564.8531 229.6172
568.3061 226.4922
443.5714 203.0938
417.5959 132.0820
479.2775 102.5000
320.9755 192.5625
536.6204 138.6953
579.9429 189.8047
397.9020 177.0156
359.8653 165.7891
323.7184 166.8750
668.6000 250.2891
660.3469 253.7734
292.2163 169.3164
632.8286 254.4883
613.9510 241.0508
290.8694 165.2500
323.6490 169.6055
505.6041 134.4688
513.0000 150.2188
178.7061 237.3633
237.0000 250.1094
588.4163 214.2070
589.4490 226.6563
594.2449 215.9727
602.2653 217.4063
583.0817 208.4375
565.8367 203.2813
548.1224 199.1758
544.6000 199.7617
553.7061 191.3750
584.7142 192.0859
597.4612 194.6719
615.8572 195.3789
616.5592 201.5000
604.9225 199.0313
580.2000 203.5820
571.8000 194.4414
604.1796 212.0234
599.0367 215.4883
646.1306 224.3203
187.4123 164.9180
239.9673 159.0273
275.7224 172.8008
300.1429 181.8281
330.9306 176.7656
366.2000 167.1406
404.4000 219.7539
406.9143 211.9375
156.5061 192.6836
394.6041 193.6094
152.8000 178.5313
370.6694 144.2813
584.9796 189.5000
484.1265 174.1289
498.1306 144.1602
499.0898 145.9766
498.2122 140.2188
500.4041 133.9219
503.2082 132.1094
511.0204 132.8984
436.1143 173.2813
604.1061 160.6367
604.2000 160.3438
573.2857 172.9961
511.9469 151.4375
522.5796 136.9219
538.6245 155.6250
574.5184 145.5469
553.9470 131.7383
547.0449 124.3242
590.2041 155.7969
609.7388 149.5938
626.2653 155.4609
623.8000 163.9766
622.0000 162.7773
418.9510 235.1641
408.1755 236.8828
421.9061 235.8242
440.4898 232.1680
443.7551 220.5391
419.0531 216.7813
237.1959 184.8594
403.4000 163.9609
428.6000 197.1250
433.1714 201.4219
433.1755 223.1328
398.4816 244.2813
396.4612 227.3906
257.1102 219.5625
639.2205 227.2617
643.1674 224.5391
635.0898 219.6133
637.3673 223.2500
646.7755 219.7422
403.5428 170.3750
401.0816 169.8203
408.2939 183.2344
542.4041 194.9531
541.4286 190.0000
539.1592 188.1641
539.2653 190.8906
542.8000 186.7188
536.1388 185.2188
471.2408 219.9844
579.5306 202.0273
589.9918 209.2969
350.2000 171.8125
362.3959 213.0156
407.5265 251.9375
506.4000 239.7617
552.0490 293.0117
563.7959 295.0000
415.8857 282.2773
551.9796 286.6563
544.2980 284.0117
558.7266 286.1172
445.7347 173.4102
370.0000 178.1602
521.7551 243.2500
523.6938 236.4570
622.6980 252.2578
280.7347 222.3438
212.0408 229.1953
252.6531 199.6875
483.2857 163.6563
484.3388 163.8125
509.4000 180.0664
503.0939 202.4531
570.6327 186.2813
298.6816 197.1875
620.3102 208.1016
640.5184 189.1563
639.4939 190.0781
386.3714 164.3125
116.5592 151.0625
131.9061 153.5313
148.5592 124.5039
200.6122 120.6875
502.8612 207.2656
542.5755 243.4375
518.8571 240.8125
562.3265 261.3008
566.5306 255.2188
601.5469 260.5625
627.4286 262.2383
475.6490 199.5859
451.5714 204.0352
453.6041 199.5430
406.4000 185.1797
366.9673 190.3672
332.8857 195.3359
657.7959 210.0234
619.0204 194.3750
513.1021 206.2813
530.9836 201.0391
520.7020 219.6719
510.5918 207.2422
532.8572 217.4375
579.4694 203.1484
605.0000 185.5469
589.6000 167.6289
587.6041 166.2930
650.0653 151.9102
655.1633 156.0313
513.4531 163.5391
528.2939 159.4531
524.5918 169.0430
634.9673 155.0742
544.0000 178.9922
545.4081 157.7031
574.2081 145.4805
550.5265 279.1523
387.1918 257.8906
366.0000 265.4375
196.7592 226.6484
210.2490 189.2891
502.1021 221.7266
515.7184 227.0039
374.7510 274.3438
234.2000 298.5547
390.7755 185.4336
422.2245 202.2656
426.2612 203.8594
543.2776 247.6641
550.5143 262.8281
304.7184 235.7344
307.0490 245.9063
543.5551 186.6094
525.1428 190.2227
529.8123 188.2734
508.4490 224.0000
504.8041 225.9102
256.4081 217.4688
409.2857 193.7656
471.2000 200.6563
615.5306 157.6172
263.2816 217.8281
248.2082 225.3203
530.6285 192.9844
547.6735 186.7422
534.8245 178.2188
516.0164 180.5156
516.1224 176.2695
488.1510 175.7422
489.3755 172.6172
476.8367 182.7422
482.5714 175.0859
455.9796 173.2891
453.6572 178.7500
457.7184 179.8984
449.7755 162.0859
420.6000 175.6406
435.6000 175.7383
508.1429 207.2344
477.5714 212.1367
503.8123 220.2070
495.6122 224.9063
502.8082 227.1016
477.1224 227.6641
284.1837 303.3125
525.7551 217.2500
361.6204 270.4648
539.9347 259.5078
558.1755 278.5664
561.9102 285.0938
600.1796 314.8359
173.3796 227.2188
266.8000 199.0391
248.4408 196.9102
415.4612 178.8086
412.9388 173.1719
346.5102 167.1602
273.5143 155.0234
469.7143 198.8984
435.8245 177.6992
397.0000 183.4375
413.2735 192.4297
630.7755 299.1094
213.3102 213.6680
333.7143 213.8438
327.8979 213.8047
336.0531 221.5508
324.8123 230.5781
333.7143 213.7813
334.8939 205.8906
331.3837 209.8828
295.1102 206.1914
303.5837 219.7500
294.4326 214.9844
291.3878 207.2773
300.6898 208.7188
291.2571 204.6563
290.1714 206.6680
272.1102 242.3438
272.3837 242.1250
296.7551 231.3438
304.2204 239.3750
308.0000 254.4453
389.6163 243.5195
434.9429 227.1172
491.6979 240.1875
525.4898 238.4102
546.5347 238.1563
538.0000 241.8281
534.6285 240.2500
563.5143 209.2031
573.7143 222.1172
541.7510 225.7188
570.3510 225.0000
420.2694 160.4609
505.7102 157.0313
536.2245 168.1797
594.4000 168.3281
619.7184 162.1875
625.7347 144.1875
233.5714 204.2734
182.4286 212.1094
230.4204 211.6523
311.5714 256.9688
278.3592 78.8242
371.1837 181.6250
373.7959 187.7031
422.9510 262.6094
397.3184 180.2383
520.0735 226.0547
494.5714 166.8359
500.0490 163.2500
522.2000 174.4570
521.0041 179.6484
533.6245 183.8750
353.7469 199.2813
392.6735 149.3086
442.7143 149.9219
449.8000 149.5313
467.6000 153.9375
468.8979 148.1602
429.5102 165.3828
480.6979 129.9219
429.0776 139.5625
387.8735 132.1719
358.9020 132.0195
556.7184 200.2930
209.5796 157.1250
213.0000 155.2656
226.5918 130.0469
479.2000 158.6328
459.1429 129.5703
437.3102 132.2813
460.7265 136.2930
448.1918 137.6250
476.0816 195.9063
504.1959 218.9688
572.6898 280.5078
458.7715 182.0781
707.1714 191.0781
718.0613 179.6914
714.1714 177.9688
364.1184 275.8125
515.7429 236.3672
466.2490 223.0313
483.7918 173.0000
217.2694 219.3203
531.1837 99.4375
503.2980 141.0273
457.4653 119.1836
435.8163 107.2695
245.2408 146.3281
702.0653 202.7344
710.2776 205.8750
294.1714 278.6563
286.6000 276.2383
390.5510 294.2031
420.5102 249.5469
393.8816 319.6563
518.8367 226.3750
395.4286 191.5430
376.2571 179.2031
424.0939 158.3594
393.0449 177.9531
456.8571 175.9844
451.6082 189.9883
415.2939 172.5313
425.6531 166.2852
398.8571 177.0625
412.5674 206.5313
564.4857 179.0391
609.1837 208.4219
426.6816 157.1484
454.3061 179.5703
439.5674 182.5664
447.7021 164.2695
496.4531 206.7578
482.9796 210.1250
475.5714 201.6250
472.8245 201.6563
591.1061 201.3906
345.9184 214.6719
561.8490 177.9375
559.7877 189.7109
557.3224 189.3359
552.3265 173.9531
436.2735 120.4375
526.0571 339.5859
404.6408 148.3594
383.8367 155.0625
384.0041 159.0781
375.0000 148.3359
382.1674 152.8750
354.0449 145.1875
370.3469 166.3203
383.3469 164.1094
391.9918 169.5547
442.4286 227.1016
433.2041 201.5078
263.2694 114.6055
251.0490 117.2266
480.7633 156.7188
478.3510 150.1680
483.6735 145.5039
450.1306 101.4844
476.8776 258.4609
418.0286 145.6133
350.0735 138.6250
317.8979 158.8750
350.3592 155.5000
377.2204 169.0000
391.7143 169.0313
446.9837 154.5039
452.7184 170.4766
549.6653 245.1758
329.4326 215.6484
339.7551 162.2344
484.4694 289.1563
392.8000 130.1563
418.7592 142.8359
407.7551 135.1719
390.6000 141.5977
397.2367 122.9414
470.3878 221.2500
201.6612 234.7227
223.8857 250.6445
245.6776 242.4922
264.1429 254.5313
286.4082 257.9922
305.8816 252.3125
159.5714 243.6250
320.4898 255.2813
447.6000 283.4805
334.6530 253.4141
110.3265 206.8242
318.3918 215.2344
398.7673 296.1406
440.1224 303.7344
336.5306 217.3555
333.6857 212.6797
347.7837 223.5664
355.8979 222.6016
495.8367 221.7656
497.9224 214.7422
627.2857 242.5000
642.1224 221.1172
647.8694 214.9336
648.7061 209.7188
523.7347 261.4375
143.2653 212.0273
641.6000 209.9727
638.3673 211.7148
359.9796 170.5391
484.6122 180.8125
486.4245 168.8047
481.1633 154.6250
486.8571 157.2891
483.7633 156.5938
490.6245 165.1953
486.5306 175.2500
491.8898 164.4922
480.8653 174.5195
482.4122 165.6172
481.2000 151.0781
483.9837 148.4219
479.0041 150.6133
502.4000 182.1250
440.3021 245.3594
463.7755 217.8984
509.2735 230.5000
492.7755 257.2031
493.2000 228.5820
491.4000 220.4531
511.5347 223.0469
533.9183 229.3477
522.0612 225.7383
563.1061 234.4727
566.2000 229.4219
588.6613 233.9219
493.5674 220.3750
494.2531 187.7109
391.2531 180.7969
330.7673 233.3711
354.3184 234.2305
401.8653 197.3789
511.8000 213.1953
326.1592 181.8281
499.1429 215.0781
420.9347 198.6250
344.7061 122.0000
374.9510 194.8125
417.2694 233.3438
313.0775 227.9844
275.1674 215.2578
294.6449 230.2813
618.8000 266.9922
508.2245 199.8906
337.2939 225.5820
484.4449 196.7773
415.7837 234.2969
306.6531 227.0977
312.5796 233.5664
308.2980 229.3203
303.0449 231.8750
299.8694 231.2500
347.8163 172.0547
301.7673 226.8281
510.3102 234.3906
366.8000 160.8594
291.9796 226.7188
367.0000 160.4141
214.4286 196.8203
587.5021 193.4375
561.0939 216.7500
155.9510 209.8906
156.9429 206.4570
160.6163 204.9961
148.4082 224.3398
646.5714 231.6523
162.4939 225.6250
641.2857 230.5156
154.3061 216.9844
169.8163 212.1367
206.6980 201.7461
243.0163 206.1641
239.5265 196.0313
386.9796 222.5469
533.2571 250.1406
525.8326 250.7500
532.4490 243.9453
532.1428 258.5313
489.9347 251.3125
460.1551 233.0625
461.4286 247.0625
468.3673 227.8281
567.9469 248.0898
294.5347 225.3711
564.2858 233.3242
565.5714 228.9961
560.8653 234.0625
283.5714 235.3125
563.7673 234.9805
561.8000 237.9961
560.5592 234.6797
557.9592 243.0156
545.3469 240.2344
551.0000 226.0000
563.2939 235.8867
284.7224 229.2461
500.5959 232.9688
284.8000 202.7734
582.1347 230.4570
225.4245 216.2969
326.2408 180.4375
514.3265 200.0938
239.6367 201.4219
250.5837 218.1172
647.7143 223.4766
275.0122 225.1797
249.9878 217.5313
235.3918 228.3945
588.7632 172.7109
233.7796 233.6875
260.8367 235.0117
579.8571 173.1328
275.0245 239.2813
565.6408 173.3906
288.0572 220.4688
268.3592 222.2031
262.2000 243.7188
269.3837 234.8320
251.6000 224.2031
256.8449 227.2539
243.2163 226.2344
65.3959 220.0859
70.2367 208.1094
66.7592 235.0703
80.7143 216.6875
78.8408 218.0781
119.0367 223.8516
120.6327 229.5547
100.5265 215.4453
117.3714 208.2422
115.7551 213.5313
116.3714 209.6953
28.7510 204.2813
461.2612 209.2813
452.9592 202.8945
457.9714 208.0977
455.0000 214.3281
458.7102 211.9102
458.8735 209.8672
458.6530 215.0000
462.4898 208.8633
459.5510 218.4023
518.2000 148.9688
524.7837 153.5781
504.3388 153.5391
490.7306 155.2188
584.9796 149.5977
609.0082 152.8281
495.3265 153.8164
499.6857 152.4844
498.2000 156.7188
511.0000 151.6875
373.0571 182.2188
384.8000 182.3945
392.0367 181.4609
574.2408 260.7969
256.5714 171.6250
308.5755 154.7500
313.9592 166.5156
363.5714 166.9688
439.3469 163.4219
473.7143 168.1367
490.5714 180.5156
490.2000 181.3594
501.6735 185.1875
506.6449 173.8438
495.4204 190.3359
615.4979 171.5898
626.2000 170.4375
621.2612 167.7344
616.8572 178.0664
596.7551 171.3945
500.0367 187.1875
514.3510 187.4375
519.5796 187.9844
519.2000 189.4766
522.2653 188.3281
524.9551 189.6094
670.1510 188.1563
292.0163 194.7031
569.6938 228.2969
525.7959 225.5000
551.1265 222.7930
557.2694 220.2500
514.8979 223.9609
514.3143 222.1641
534.9469 220.8359
544.4082 215.7852
532.1143 227.1328
549.8041 179.7344
560.8041 185.1797
572.9918 187.8906
574.1061 187.6250
553.8000 183.1602
589.5510 178.5859
591.1388 179.1094
555.1837 179.7891
590.6857 256.1953
599.3469 221.0938
352.7673 207.2500
649.3265 199.6563
597.2571 187.8320
561.9265 176.3828
626.5306 175.0469
582.7919 207.8711
644.7306 235.2109
568.0571 249.1602
116.2327 255.5000
597.0122 266.4492
629.8612 252.4375
576.9183 211.8281
583.8490 244.2305
666.1224 215.6641
518.0775 234.0195
518.9387 232.4531
268.5674 231.9219
269.0245 228.2813
535.2858 229.2266
243.3306 225.2422
281.3959 232.1563
649.4490 258.4961
646.6857 237.0313
403.1429 198.9414
402.0000 198.0234
620.7020 213.9063
427.8449 207.2422
387.2000 168.8594
442.3673 176.9063
425.4980 181.4531
451.2245 254.6094
587.8245 239.1523
424.0408 180.8594
699.1428 231.0391
691.5673 234.9609
686.5878 232.4023
392.2245 167.9688
250.2735 233.4688
184.3878 159.7656
347.4000 187.3125
183.9388 157.5664
347.1061 193.9922
137.7714 125.3516
327.3592 181.0195
334.5510 183.0664
345.6326 180.5547
355.4734 188.8477
366.1633 188.9375
369.6735 188.1875
370.8776 188.7422
371.2857 190.1250
511.8694 267.2656
516.4939 271.0234
509.0327 263.2109
512.6816 268.7813
514.7714 272.0859
510.2245 275.7305
513.0735 270.6250
513.8163 276.9883
511.9388 282.4375
512.4286 280.6250
162.8735 210.1328
176.1592 217.1289
167.1020 225.8672
129.6000 215.4961
148.9388 156.4609
147.5878 152.6211
171.8041 151.6875
164.8857 156.4688
380.2571 163.2500
333.9143 135.7539
236.4082 178.1016
152.7143 194.4844
492.5674 193.4375
499.9633 194.6094
475.5102 181.4688
487.1429 191.6367
494.1633 182.7227
478.1714 182.7305
480.5918 185.2500
483.3347 180.0117
494.5102 184.2500
491.6490 186.6836
509.4163 186.5625
335.4734 171.4375
325.9592 181.0938
275.0735 174.1328
278.8204 172.3711
275.2490 166.8594
282.6245 169.3828
532.4000 199.0547
275.6735 171.8281
488.5959 175.3242
508.0082 182.6406
517.2205 181.1016
332.3102 183.2930
544.8000 182.2500
344.3470 183.8750
320.1674 152.5781
486.0490 167.7930
231.9021 162.0391
481.5266 162.2266
495.5633 161.4531
218.1020 155.1406
214.3918 153.6680
493.5061 168.4375
437.4694 183.2930
444.8571 178.1406
401.0000 187.0000
358.7714 172.8438
358.3429 178.6250
394.4980 182.3125
401.8653 174.3398
484.5225 177.0000
477.9673 172.5781
465.0612 169.9531
147.2000 159.5547
408.2122 179.4609
408.4122 175.0234
410.8082 177.5664
276.4245 167.0156
371.9061 191.2344
147.7633 202.6875
455.6572 224.9375
458.2204 232.3203
457.4694 235.8438
446.5919 234.9570
453.5551 233.4297
448.2490 227.6758
451.9878 235.5742
155.9102 195.1328
440.6531 239.8125
516.8572 363.5078
510.2041 236.7344
424.7918 212.4375
162.9265 203.1250
399.3470 213.8359
406.7265 175.2813
419.9388 192.2109
541.8245 206.3008
434.5592 220.3125
434.6122 222.0508
404.8327 204.3906
395.3918 202.2734
182.6449 218.8398
539.3265 204.1719
463.0408 241.0313
473.9143 245.0938
458.3428 242.1563
341.1837 192.9688
356.8612 195.4609
357.6204 196.9375
380.9469 200.6484
368.3143 199.1641
332.2612 187.3438
331.1551 191.8945
431.7224 241.3711
428.2000 237.2344
567.2204 160.4063
388.1714 172.9023
570.0204 166.6367
561.5714 157.2422
555.4286 163.8867
422.0571 175.3086
157.7265 151.7656
236.4531 161.1094
309.9347 157.4336
143.5592 175.5195
394.2857 177.1016
521.1837 205.8750
234.5714 181.1250
217.6980 198.9180
161.0000 184.6875
156.2041 189.1172
268.1265 215.6641
376.4000 235.5547
210.8408 175.4375
631.8694 239.1133
172.8571 175.7734
628.5592 238.7773
635.0000 237.3164
197.6122 187.6641
631.0000 233.6250
205.1551 182.8047
247.8571 179.2031
632.5102 238.7344
266.6000 192.1797
267.1633 182.6367
269.9388 193.3438
628.8939 245.3281
287.4000 194.2695
293.0408 189.7266
303.0531 194.0313
346.8776 197.9453
394.2000 190.7383
364.2694 211.9258
338.8775 194.3750
291.9184 196.5469
287.0571 207.7031
350.7551 198.5938
376.5510 201.5547
388.7143 216.5938
396.6612 211.7500
395.6449 200.0156
369.2367 191.8750
357.2163 182.4258
339.7143 166.7930
328.3878 172.8125
543.4082 286.7500
305.7143 172.5391
301.3510 174.4375
294.4490 170.4570
350.6041 182.8125
407.1429 223.8555
415.0816 244.1797
401.4857 249.3281
394.8449 241.3125
386.0490 238.8125
390.0000 238.4063
532.6490 290.1367
382.2857 242.8125
380.5041 236.9922
368.2245 222.1406
360.6122 224.7578
338.6857 219.5391
366.1837 225.6250
352.7020 217.8008
361.2327 220.8711
362.1143 220.5938
312.7837 193.7461
372.5143 215.2891
348.4612 192.0820
297.7429 179.4375
220.2857 168.8125
483.6857 210.0195
462.1633 228.5859
507.2735 255.5000
205.6531 237.1016
556.4449 233.0586
323.6816 214.8086
583.2449 209.1680
409.9306 211.5273
174.2286 214.2578
264.7959 195.8828
273.9510 203.6250
326.2857 195.8125
321.2041 194.3125
540.2000 185.4063
655.1143 181.3281
542.6204 184.1875
339.8939 197.7422
648.0449 178.9375
338.3551 197.2500
381.2000 195.2891
296.1429 241.6914
289.8816 221.7188
470.7265 194.2109
288.5265 216.2734
471.5837 195.2383
243.0000 210.8711
246.8612 213.4844
245.0000 221.4063
