Right Elbow
324.5674 174.0938
5.6041 261.0547
238.4857 337.1328
237.6612 334.8867
233.3143 339.3750
226.5714 337.4375
232.5837 318.2148
243.5143 338.9063
253.5102 313.4297
135.6122 318.3594
144.3143 316.5938
138.0082 322.9375
146.6571 314.8750
175.5143 315.3945
196.5551 295.5625
194.7347 305.3516
205.0612 312.5313
185.9469 324.6875
222.9265 331.2930
283.4041 325.4219
502.0571 324.2188
524.6938 315.1016
509.0122 308.3516
493.0612 308.2422
490.9755 306.2617
423.9837 292.5000
219.5837 198.0078
218.7714 195.4609
222.1469 191.1875
218.7184 191.3086
215.8898 195.2656
342.0816 323.1563
278.0449 332.6797
202.8286 379.1016
206.7673 363.5664
490.3347 355.3242
338.4694 379.4609
222.0408 371.5039
217.3796 387.6250
231.5388 382.0625
228.1837 372.2969
228.6776 362.9023
231.2163 243.4844
226.7143 236.7383
237.7102 238.2266
238.3265 244.3750
240.5143 251.5000
238.9184 251.4414
-15.6245 308.9531
353.6898 371.8828
24.2041 338.5625
44.9388 328.2500
56.4286 342.8281
337.2816 377.5469
359.9470 338.9609
717.6735 387.8125
514.0817 316.6563
397.5306 309.1289
254.1021 405.9844
301.1592 408.2031
413.0735 220.7070
420.9796 246.9688
443.6286 237.9180
256.2857 242.7578
435.9918 238.0859
437.0082 243.4375
243.4857 255.9297
437.5510 224.3008
85.0775 309.7266
132.7102 328.9609
417.4082 302.7617
311.9470 295.2500
137.4122 373.9883
422.2857 283.7930
267.3633 312.4609
407.0000 316.1094
124.6204 192.0039
136.8531 194.5273
143.4408 196.8320
230.6000 206.2500
107.3265 290.2813
427.4082 243.9883
406.0980 210.8125
391.2571 222.0469
395.7755 211.5469
390.4000 204.4922
374.8857 320.5703
381.1143 317.0469
377.4122 313.7500
370.2776 287.7734
379.4286 306.1836
374.4286 305.6133
369.6571 309.2500
374.2531 301.3867
388.1429 296.6875
368.8979 327.6250
367.1061 326.8281
25.8571 260.7422
490.0857 299.6875
493.7633 303.2031
491.0612 300.0000
434.7551 308.0430
523.3673 302.2383
177.9959 348.2461
162.4612 314.0781
165.0000 351.0000
184.4571 354.7031
519.1428 299.6602
163.7755 346.8125
164.4939 351.4844
171.7388 355.5547
211.2857 337.7734
274.4775 337.5156
428.0000 411.8047
426.9306 368.7461
420.8163 386.9219
391.2980 397.3594
412.7143 382.0313
424.9306 378.6250
486.3878 292.8047
153.3061 401.1875
562.2163 338.7813
154.4000 390.6680
149.6000 305.1719
38.3796 313.4727
142.4775 409.4531
337.0123 321.9766
96.8367 275.5586
103.1510 262.1094
338.0123 389.8984
127.7388 335.0938
113.4286 344.6172
112.0653 342.8047
69.2245 320.8516
68.1225 322.3633
39.0204 205.2383
529.4204 281.7266
528.8408 277.0000
301.1510 381.1641
492.3184 274.9375
2.0775 192.1172
449.2286 289.3750
294.6939 385.9648
588.8367 285.1250
411.9755 300.4063
303.9918 348.6875
418.3470 391.0156
446.9551 150.9219
369.2857 339.2773
209.8571 310.6250
223.4000 316.4297
198.2980 317.3125
234.4000 318.9922
333.6367 363.3750
491.6000 255.2500
269.5919 295.1367
500.4082 270.4844
261.8776 288.3906
534.6531 279.8398
268.6122 310.9375
560.2000 283.1250
257.5959 313.2031
461.9837 346.8438
122.1224 376.1875
225.6857 249.8945
215.5714 371.4063
218.5633 324.6133
354.8163 311.1641
352.2898 305.4375
477.3469 310.3750
449.5714 306.4375
598.5306 380.1328
143.1429 363.0000
154.7755 366.1953
526.4408 339.2578
204.9061 321.7656
515.5469 324.0547
192.6490 339.7734
188.7837 345.5078
259.0286 295.2422
258.1714 292.5977
220.5551 317.7500
165.1143 339.0234
159.9959 345.1797
510.1714 423.2734
463.1714 370.9570
439.2776 343.8281
510.4694 372.5000
410.3469 231.6680
195.8163 297.4688
416.3755 417.6094
52.2163 427.4102
543.6490 285.2031
360.8857 338.8125
397.3878 302.6641
394.7755 305.9922
407.9592 288.4375
399.3673 275.5703
409.7143 293.7813
408.2041 294.8281
594.8163 390.9141
91.7551 391.2656
176.2653 366.2500
64.3429 267.2813
35.6776 313.7500
496.4000 229.4844
495.9469 246.9688
579.6857 272.7383
483.0898 275.6016
457.5510 298.9531
368.1429 275.2813
366.9510 181.6328
558.6694 174.5000
248.6326 256.4453
449.7429 205.1406
542.8000 256.7773
341.1837 260.6563
317.0980 266.3438
214.5837 257.2500
593.0000 308.8594
577.5878 302.9297
172.5225 230.0273
556.6000 304.5117
543.1347 304.8594
214.9265 259.5000
220.4980 259.0781
467.3510 206.1563
443.5714 230.9375
114.8612 324.3750
121.4694 368.1250
531.1102 357.4688
500.3673 319.7383
486.5143 295.3438
466.5184 294.1875
456.4286 304.6875
432.6122 309.6641
415.5184 310.6914
418.1837 312.8008
425.2327 311.6094
452.2653 308.8828
454.3918 302.7344
482.2041 313.3945
476.5428 293.6250
456.7837 315.0469
430.8857 344.1016
423.0000 338.5820
437.5674 343.1094
425.8449 362.0898
460.9388 363.7031
114.6653 262.2148
145.7306 251.3750
171.9510 260.0078
207.2857 285.9531
243.8122 277.1758
254.8857 272.7266
295.3224 309.8242
297.8776 294.4063
28.2041 281.8750
281.1061 302.1484
15.3633 278.3359
239.9184 270.6094
432.3265 288.5000
582.3306 270.6953
592.7306 231.1719
593.7347 236.6211
590.7755 220.6875
592.8367 215.2773
580.6449 208.0859
584.2939 213.8477
545.4857 257.7500
693.4082 267.6250
691.5714 262.2969
679.9061 265.2461
435.8000 236.2500
629.3715 221.5234
630.7796 220.4688
640.7143 215.5781
655.5592 214.7578
653.0612 215.1406
498.1224 220.2734
514.5878 230.7500
528.2939 214.5391
532.6000 228.0391
513.2653 209.6406
241.9633 312.0938
241.4980 311.1719
248.8123 310.3555
318.7673 314.6914
334.9388 311.9453
265.0286 287.8906
173.6980 264.6016
326.6000 216.8125
378.1837 277.6094
317.6041 270.8203
240.0694 234.3164
511.5510 339.5313
501.1469 317.0156
165.8571 275.0625
477.0531 314.5898
457.2408 320.0078
443.2204 297.7773
448.9918 302.0000
457.5714 313.2578
272.0408 254.5391
285.4898 263.9453
279.5102 266.7656
435.1061 265.9102
435.6449 266.0000
434.2449 265.1992
435.9673 269.7344
434.5551 269.9219
429.5592 265.4688
324.7918 317.7969
408.1021 277.6172
404.1143 339.7266
254.2000 256.9023
345.8408 329.1719
303.5102 322.1719
354.8163 359.7734
461.5469 386.8125
453.3306 397.3750
309.8286 365.2852
451.4081 381.8906
445.8163 375.7695
430.0571 393.8906
367.1633 227.2227
443.4694 244.1836
430.4898 338.8750
557.8571 357.1563
558.5592 364.2500
222.1429 359.6719
398.1266 360.4453
388.2245 309.8203
403.5714 266.4688
402.7878 263.5000
421.3020 256.8398
397.5674 292.7188
458.4449 292.2656
381.1633 274.5313
510.8245 305.9531
523.0775 303.2656
537.8735 292.0352
293.6571 250.3750
238.8122 246.7656
217.2122 243.7969
234.5674 212.3594
237.2245 181.1563
576.0123 270.3516
389.5633 362.0313
674.6122 375.2266
641.4816 356.0469
582.7673 370.7188
538.5428 379.5625
541.1021 356.2188
366.5959 278.3047
355.7143 304.7852
357.7020 295.6211
321.6000 286.0781
269.7918 282.7852
198.2572 304.1250
649.0817 296.0039
647.9673 279.6719
459.5919 283.6250
470.0163 284.0586
416.1184 386.5391
421.3061 386.0703
440.6490 388.7344
519.9592 260.9805
521.7347 268.8203
514.4531 250.0977
514.1918 244.3398
547.2408 247.0898
547.2122 218.5938
460.6857 229.6328
439.2816 233.4922
430.6980 228.6328
548.7632 197.3672
398.1143 226.3359
485.4694 233.9922
538.3796 213.7617
421.1714 408.5156
324.9388 336.1953
273.3673 358.2734
77.4204 322.5039
72.7143 286.9063
413.2857 319.9063
389.3673 341.2539
279.8694 341.9375
171.2449 407.0508
272.5143 267.9102
284.4694 304.4492
282.9959 310.8281
429.2449 367.1641
427.4572 352.5234
277.0204 385.0313
210.6490 385.6875
395.2775 309.6563
395.5428 329.2070
390.2939 327.8086
386.7551 351.4219
382.1959 367.9648
130.6531 314.6875
520.0286 316.3203
559.6571 319.6328
557.9388 242.3828
147.1143 347.3516
118.4531 376.5703
651.0857 292.1953
635.8367 274.9844
615.1510 278.8047
600.8082 256.3125
602.3592 253.5664
585.8817 242.7344
589.0857 250.8984
574.7959 263.1406
575.1428 265.3203
557.3674 261.2422
538.6857 250.2500
540.7225 250.8555
516.7755 237.2813
495.0490 232.7813
368.0286 238.4922
476.5714 279.7500
418.9877 297.3906
387.1021 302.6875
401.5714 300.5781
417.1592 320.7344
390.9184 333.5547
111.7755 411.1641
415.2204 305.3750
263.2082 318.9180
361.9673 387.4766
368.9755 410.0508
362.3837 417.5234
389.1347 489.4844
270.3592 297.8438
325.6000 259.3398
314.8898 252.4336
327.2000 295.5664
313.7551 280.8789
306.6531 288.9102
377.8000 296.8672
604.7142 291.1133
553.1021 298.9844
527.0000 263.5938
504.2041 310.3789
523.6938 371.2305
108.5429 283.5664
235.5592 323.2188
239.0980 330.0547
257.3184 331.9648
228.8612 316.0781
217.1429 299.5234
204.9184 296.5703
212.5347 308.2969
196.5592 281.4961
185.7878 281.3750
169.2286 308.6094
164.0408 313.6836
179.1959 311.9688
168.8571 305.8125
164.0980 311.7266
401.9429 362.8438
378.7918 346.7500
392.7184 346.1953
386.6530 351.8750
384.0000 348.6289
445.2571 340.8633
450.6286 316.1680
463.3184 325.4531
486.7878 312.4023
474.1674 296.0938
471.1429 292.1016
463.3143 292.5000
442.8286 337.7656
388.9143 318.1406
404.6000 350.2188
428.6408 343.0000
378.3143 215.6367
585.6326 259.1016
553.3265 289.6563
514.4000 308.9219
590.7877 310.8125
528.4286 339.1875
409.2612 343.8086
71.6531 302.3438
139.8123 250.5664
153.0571 317.6875
217.1592 101.2539
297.0857 257.2188
298.5714 275.0156
295.2612 225.4141
245.3347 233.8906
345.7796 233.9883
414.0735 232.5898
420.8408 222.1875
426.5837 250.4180
423.5837 266.4609
419.3918 260.1719
465.6163 348.7813
459.6122 211.3125
346.0286 201.7188
341.7061 190.6641
349.9429 192.1211
348.0775 190.2539
305.2000 366.6641
416.9673 207.6172
364.4408 225.1211
305.4408 223.8125
280.0980 223.6211
454.4490 230.6055
93.0776 220.8750
97.2857 213.8828
121.4898 187.0000
366.1714 261.9922
348.5714 235.1133
327.0081 233.5156
389.6082 229.5625
377.8571 236.9688
197.9265 342.8594
297.0204 327.8125
425.9347 382.6055
311.5714 284.7578
580.1428 309.5000
545.8408 316.7617
564.8572 329.6406
171.6163 448.8750
348.3429 337.6016
291.6857 363.3984
331.2082 287.0000
197.7755 353.5977
424.0408 169.8750
432.7020 259.8359
369.7510 151.7852
487.9592 154.8945
336.8163 205.6250
473.7551 428.8125
471.4490 424.3984
158.5469 379.8945
146.6286 378.8164
180.7143 441.6250
222.2041 448.2813
277.6163 366.2734
321.4490 358.1250
189.1429 344.0117
186.8286 317.4922
213.9959 344.6953
213.5592 360.9531
215.5428 332.5000
222.2122 295.7695
213.9714 331.9063
220.9551 351.6523
217.0571 347.6094
161.5959 334.5586
449.7878 251.6563
498.9796 285.6953
245.6122 311.9141
250.9592 279.1172
264.5102 269.1055
267.1633 268.9414
350.4612 277.7852
342.3428 268.0156
337.7429 269.6875
325.9306 272.2031
509.1143 289.7500
190.8163 347.7188
469.0980 231.4922
455.1510 249.2656
460.1143 252.9531
446.8163 231.6094
326.9714 168.9531
414.9714 418.2773
304.3633 194.2266
304.7510 222.9375
285.3796 209.0859
274.9592 192.4219
278.8326 218.1875
273.9143 202.0313
272.2816 237.0742
310.1224 235.8594
311.4694 240.8047
395.2857 252.8867
337.4898 261.4922
381.8979 217.5469
358.7918 209.6172
322.4245 284.5469
329.9306 167.3867
333.0000 208.9609
329.3306 185.4219
293.8653 325.7969
345.1143 219.5938
263.4163 207.3750
245.6531 222.2500
262.4898 199.3750
296.1102 201.6250
309.4286 188.4219
363.3184 187.2422
220.5551 318.8945
274.2735 293.3438
439.7306 287.9922
154.9796 246.4766
85.2653 443.8438
293.3714 188.2930
316.0816 195.5469
324.6980 203.6250
291.7469 203.2422
293.9877 159.4102
360.8367 284.1406
54.5143 307.2617
157.1143 305.5391
176.2122 307.2852
186.2571 319.0313
199.7143 330.1523
207.4000 332.1758
67.0000 318.9063
225.2735 334.7344
278.7837 427.1836
198.4286 348.0703
175.2245 266.7344
206.5428 295.4844
314.7184 310.1563
360.7102 347.0742
216.9877 304.9609
219.8571 314.3398
222.2980 309.3984
227.6735 311.0313
406.3265 308.7773
410.0775 306.2500
576.1510 321.5586
587.6735 311.4922
597.2245 314.2578
581.7020 308.3086
431.2612 327.7422
304.2449 388.2188
476.8286 270.5781
489.8735 269.5039
503.2082 231.9219
356.2857 235.3984
361.9020 218.2188
368.8041 213.7344
370.7020 211.9453
375.1021 223.1094
370.2816 223.2891
380.1224 235.3125
377.2775 221.9141
378.0939 227.8008
365.5959 235.7891
393.6980 233.7539
354.6776 201.7891
354.1837 195.3672
361.6000 254.8281
350.0898 373.5547
362.7551 348.6250
400.6122 346.7500
350.6939 312.7266
376.2368 355.5352
369.5714 330.9766
389.2286 352.9609
419.2000 344.0938
420.8163 339.4805
467.4734 356.1523
461.4204 361.4688
469.2816 355.2891
408.5837 309.1875
426.1102 290.8125
530.8612 299.9688
396.2327 306.6836
431.2163 290.4336
309.8041 261.1875
426.8898 264.5938
227.7469 249.1641
409.8000 272.6719
273.1469 373.1406
245.7143 164.5000
374.9510 328.6875
340.3102 288.2188
210.9878 307.9609
174.1592 294.0781
176.0408 330.7695
685.4734 319.0625
423.3265 229.8086
287.0653 289.9180
416.0530 237.3828
346.1674 285.0625
207.7061 315.6641
194.5061 314.8633
193.2041 314.5859
194.3837 320.0000
171.0408 319.2656
238.8367 270.3516
182.8449 313.7813
343.0286 321.4805
242.6000 239.9219
211.1633 287.4219
239.0000 230.5508
172.7959 231.0547
517.9388 251.9375
459.9265 275.5000
330.6980 330.2813
328.5673 331.2969
319.0041 349.0391
259.2000 341.4297
534.5714 304.7773
290.0531 348.6719
523.9306 301.5430
312.0408 345.4219
337.4735 342.8672
350.1102 321.8750
253.7429 324.2422
239.5265 305.4063
282.9469 344.1172
397.9429 364.2578
393.7102 358.4063
404.0939 337.6719
406.6571 326.6289
366.1224 328.2344
329.1837 340.6953
338.3714 314.0625
349.9673 336.8125
451.5469 340.8672
183.0082 291.4961
453.4041 351.4883
458.5347 319.3281
447.0776 343.8320
186.3388 312.2109
449.1674 335.9297
452.9306 342.6953
447.9429 338.5938
455.1021 346.0469
439.9551 333.0078
441.0000 346.0000
442.8204 336.2813
184.0857 301.5625
395.6980 335.9453
335.6816 346.7383
476.1551 322.3203
330.3020 361.1250
281.0163 223.3359
440.7878 285.6406
89.2327 324.2188
101.2612 343.4727
570.0898 332.7578
84.0776 327.9141
76.6082 360.1875
87.4449 367.4375
524.0490 287.5078
92.4735 344.7617
97.3674 348.5586
517.9633 289.6328
105.4898 379.8633
516.6122 273.3633
94.8000 395.9336
119.4694 386.0391
111.0980 379.9844
114.3633 374.6836
57.4857 369.6289
64.5184 381.3320
32.2857 372.5781
204.3265 359.3438
207.3061 340.8906
164.2408 342.8594
109.6857 316.8828
106.9429 324.7305
83.9673 326.1172
68.4898 328.0391
57.4122 318.3750
54.6449 313.5586
52.8000 310.0000
56.1714 322.5391
108.5224 296.9570
408.5020 326.6211
405.6286 328.7656
378.4286 337.8945
398.5714 295.6094
373.7796 337.1055
402.3918 343.9297
421.1837 338.7500
395.2245 326.7695
385.7551 326.9063
436.8939 220.8086
445.9143 225.4844
443.0653 230.5703
438.7510 210.3438
513.7510 195.8828
516.0449 219.7656
418.5510 180.5000
429.3755 219.3008
416.6000 213.2656
443.5306 201.2344
203.7714 326.9688
231.7878 317.1992
230.9918 307.0234
428.8735 382.5508
186.2857 286.7813
408.2000 293.0313
407.4122 283.4688
439.7143 285.7188
539.1551 270.4102
589.4898 283.7031
599.3715 276.0273
597.0000 270.3906
601.5919 267.2344
587.1306 263.2578
570.9143 257.3555
551.7266 243.0078
577.5714 254.6875
596.5265 263.3438
581.4286 255.8945
622.5510 248.8320
428.1674 250.7813
439.5225 246.8125
451.1633 247.9492
457.0449 243.4531
455.2694 249.1953
452.0735 251.2031
612.9836 228.3750
241.7878 242.5156
390.9184 363.2188
365.5510 334.1250
374.1306 376.0430
382.5755 369.0000
350.8653 371.2188
344.7714 367.3594
355.5347 371.4766
363.6082 374.6836
349.2857 389.6953
481.8939 246.3438
491.7429 244.8984
500.2980 242.6328
503.1347 241.6250
486.7959 251.3555
519.7143 243.4688
512.4367 246.3945
470.6816 231.5195
482.8000 331.9570
537.3062 298.6328
196.3959 318.9688
584.5184 304.7148
529.2857 278.6289
490.4939 241.2813
561.0775 249.1211
484.5225 319.6484
561.0122 305.3828
484.5143 340.7734
30.4571 345.0938
551.6571 330.8633
567.1674 352.9375
510.4898 308.6484
515.4204 342.0820
605.7551 311.4297
358.6367 376.9180
359.0041 366.9219
216.4612 364.4375
120.3224 374.9063
420.8490 367.7266
124.9959 345.3398
212.2204 315.8906
527.5510 347.4023
586.1265 333.8281
306.7143 282.4766
299.6327 280.4219
542.5796 266.0938
316.7061 257.5156
276.1143 262.4375
325.2408 247.3750
319.4572 257.3750
586.7347 378.3672
529.5388 384.2656
298.9143 271.0625
562.7429 365.8203
544.7388 365.7734
538.9633 333.1250
296.7143 276.3438
148.1388 334.0938
104.9184 236.7656
269.4000 243.6758
179.2367 237.5195
271.9714 238.5625
152.8571 247.9883
242.1959 237.2891
249.0612 241.0352
248.5510 235.2422
266.9796 250.8047
273.4122 242.5625
274.6204 247.1563
292.5837 253.3125
293.1633 249.1094
408.4694 332.6563
401.9878 331.8672
402.9918 357.2031
397.6286 356.2656
397.1592 352.5156
387.7143 353.9336
391.4408 351.7578
388.4898 349.6445
389.7959 336.7969
383.8571 344.6875
95.7225 320.2969
2.2571 335.5078
11.3877 363.9141
1.8000 348.7539
95.6735 251.9297
95.8653 253.7383
169.2245 208.4063
179.6286 253.3672
421.0000 245.9375
406.4286 259.1914
332.8082 272.7891
252.1429 299.0898
407.5837 267.7500
407.9796 271.2500
375.6694 273.3438
377.4286 256.8008
353.0327 236.4063
366.5714 268.0430
368.1021 271.9688
367.3959 278.1953
373.5918 277.5938
383.0857 269.1172
375.6122 262.6875
232.3224 251.6641
203.9184 240.8594
163.5061 268.8750
252.7633 306.5273
233.0980 258.4609
223.7184 303.6914
461.4286 307.3047
235.9877 308.5156
371.7061 270.2070
379.6816 271.1563
383.7184 267.7266
283.0694 312.1211
413.9429 253.5000
257.9796 291.1953
240.8327 227.6719
435.7469 226.9102
154.3184 223.4922
418.7020 216.4766
409.3592 238.3984
173.4082 228.2578
177.6204 239.6094
417.6531 260.7500
397.5755 255.8359
384.6857 263.0469
367.0000 279.0000
449.1143 277.7070
441.1184 294.7813
480.6776 281.8750
483.7592 269.2969
426.8326 275.4375
425.2082 275.9375
424.7755 285.2656
36.4082 233.6172
312.5919 229.9688
309.6041 231.4023
327.4449 234.2969
198.7510 250.2148
226.7306 317.9375
14.5755 266.6719
342.9714 301.1250
366.1061 307.9688
371.7551 298.6250
362.9184 295.2852
358.3714 321.6836
363.5266 280.8008
354.1388 299.7930
50.0816 310.6992
368.1021 300.9688
409.5592 441.2031
349.5796 315.9180
251.0245 325.9922
5.9633 353.6875
240.4694 353.8281
238.7306 164.6172
221.7918 123.9609
434.5225 313.8438
263.2286 322.9414
264.0000 313.5469
238.5755 334.2344
240.6082 327.3594
25.6041 365.6758
455.0816 323.7891
334.4694 397.7500
338.3224 408.0313
327.2735 402.3438
202.7184 310.6563
211.2571 309.5781
217.0980 305.5625
226.6286 307.3164
223.1714 307.0234
195.1021 315.8047
189.5469 299.4375
329.7714 309.4727
327.4000 293.1719
470.6327 241.4531
332.8000 244.2969
468.3469 246.8516
464.9184 241.8984
456.8571 243.2344
348.2571 238.3789
127.5306 259.2656
155.1551 253.1250
309.9347 249.1172
86.9592 268.8594
243.0571 319.3438
600.0408 277.5938
361.0857 298.3125
305.8123 333.6680
229.3265 318.1250
222.8980 305.1328
194.5796 325.0195
221.4612 359.4609
258.1877 268.4609
581.8367 322.6094
162.5714 294.0977
579.8735 326.9492
581.0000 326.0586
181.9388 289.6328
580.3878 327.2813
203.3428 289.9727
186.1429 299.2422
574.3837 322.9375
185.7918 300.7539
161.1633 282.3633
191.1061 306.3828
580.7225 337.2031
192.7714 303.3750
197.1388 270.5195
204.8775 317.4063
201.7184 300.3203
233.6000 305.5039
219.1469 310.4102
277.7347 319.0625
321.3061 329.8906
364.2041 326.3203
297.4980 332.0313
250.0204 324.1328
252.1347 326.3203
331.8776 335.2813
279.2694 331.7852
269.8490 321.1133
281.8571 302.9609
273.4939 295.3945
254.6735 290.9375
405.0775 372.5000
246.5714 308.9219
246.5265 312.6406
227.2449 312.1367
244.3878 315.3281
392.0857 342.6641
402.4694 357.8750
424.1143 339.9063
287.7265 368.3125
279.3143 358.2500
288.0000 356.6367
397.0367 391.4180
346.6531 359.6602
302.4796 354.2734
361.7347 337.0430
356.8490 343.3750
364.0571 323.2813
368.1429 337.3984
375.1837 339.9297
371.1102 333.7578
360.1469 334.7813
346.6776 333.7383
339.6367 335.8164
367.4000 248.9180
171.2286 291.9375
107.1429 292.5625
377.2286 314.5703
392.4408 332.3516
424.8408 356.7500
115.7714 306.3164
489.9714 326.9961
230.6531 279.9883
514.6735 307.4102
318.1184 276.7969
73.1347 327.8477
154.5918 313.0625
152.8612 316.2656
200.0000 307.3750
183.8408 304.7500
451.2327 248.1016
611.7429 282.1328
457.1918 256.0938
220.5429 290.0391
583.2368 276.3555
219.7102 300.3750
397.4000 299.7344
225.5714 369.7188
143.8612 311.3828
380.2939 250.3203
143.2449 304.6914
374.5674 244.7422
105.6122 298.0469
102.5347 294.4688
96.4286 295.9180
570.6082 282.9023
580.6326 302.4219
569.4326 298.7188
257.8163 240.4063
496.2939 282.4336
431.4857 284.6172
400.6286 273.6797
456.2163 263.0195
447.5714 273.5859
102.2612 300.0313
419.6531 271.3281
143.0735 320.7578
206.7714 361.4102
217.4449 386.6016
157.4286 394.7891
252.2939 411.1641
241.4490 386.0000
178.9428 349.9688
205.2245 358.1250
205.3755 384.4688
167.6163 370.6602
175.8204 359.5313
118.6367 354.2813
583.7225 320.1328
147.2775 358.0625
193.7429 313.0391
242.2041 318.9219
465.6082 272.2813
465.9551 262.4531
497.8857 271.4375
473.5918 270.2500
468.7551 278.2031
484.8776 266.4766
258.3469 311.6211
480.8939 279.1758
480.8939 282.0313
470.2408 291.9453
477.0694 295.6250
478.3306 283.5664
505.0612 287.1758
184.2980 333.2891
489.7837 301.3477
490.5102 259.0625
482.8326 286.0391
504.0571 318.0664
518.6327 292.3984
664.8979 299.9258
663.4326 302.0078
672.1143 289.7500
669.5551 295.5547
666.4898 278.4961
687.4653 278.8711
711.4816 271.7461
708.8776 249.5000
331.1633 312.6758
218.7551 262.5625
328.7143 287.1523
344.3714 248.6289
379.4694 263.4219
473.6531 290.9570
60.5959 353.8672
62.4000 344.8008
51.0245 349.2773
48.8286 354.2461
455.1959 291.8398
69.6531 337.3281
66.5918 343.7461
459.8326 289.5000
119.6490 343.1875
431.4326 299.4219
103.9265 340.7891
79.3918 346.5508
429.1510 290.9375
321.3347 258.0781
334.9470 254.4766
337.1306 269.5625
614.0571 221.3555
608.5837 222.1953
612.8163 220.1250
296.3429 278.1328
312.8939 288.2969
287.4326 297.7344
282.5633 294.7344
316.2857 283.9531
313.5102 292.0156
306.5592 289.2500
488.2490 292.4961
309.8653 296.4219
315.5918 280.0664
301.3388 289.8750
297.4000 297.4766
297.8571 295.7109
297.5714 296.9375
298.9796 301.1641
500.6816 291.6133
484.5428 266.6484
237.2449 354.6797
244.4327 357.7930
446.9878 299.6680
399.6612 316.0039
444.8939 325.2500
321.0775 326.3281
317.4612 312.7500
98.4980 298.4180
380.0000 271.8047
160.3265 297.4922
156.1225 297.7891
155.1674 298.5000
148.0653 286.0000
151.5306 278.6719
154.4000 277.3633
495.7551 250.8086
501.9061 251.3164
161.5714 304.0313
160.7388 304.1094
117.2653 266.2539
111.2367 241.6406
283.6000 203.3281
213.9429 271.7813
45.4326 312.7813
555.5428 241.0156
51.1673 311.5391
540.9714 242.7500
44.2653 300.2734
48.5755 300.8008
36.3878 280.1719
203.0449 303.4844
194.7878 304.2734
443.8000 261.9609
542.6000 243.4375
33.0082 300.3477
30.4735 297.5039
41.7020 294.8047
42.8367 292.6875
243.1225 304.2031
265.9429 229.7305
257.2571 232.9883
313.9143 268.8125
254.5918 227.7813
408.3469 275.8320
439.1102 267.2148
421.7878 248.1289
627.6938 293.7188
38.0980 269.3281
193.1429 353.8438
181.9755 372.6094
252.6449 313.5156
427.7143 236.8984
539.4286 247.7070
530.1428 245.8750
518.7306 238.2305
512.0816 252.4063
546.6694 235.1719
529.2857 233.6953
521.8653 237.5703
528.3469 236.1250
491.9714 233.4805
439.0000 249.6719
467.9918 242.2422
466.6980 238.8203
463.4980 191.5000
611.1122 231.6699
632.2898 224.5625
625.6122 198.7500
345.7796 211.9609
232.0163 213.9688
548.4816 202.4844
594.5388 219.3984
569.9347 209.0469
160.1959 241.9180
191.2000 241.3711
243.1837 237.4961
240.6531 259.8594
238.5837 263.2461
241.3061 261.9453
240.1796 268.1875
221.2735 296.2969
234.6286 292.1875
555.5306 316.5469
203.5102 290.8047
448.2571 187.1172
222.9877 296.6406
243.4082 290.1172
450.8653 237.7656
486.5306 292.9688
77.5428 317.1250
257.5225 285.3594
479.0816 316.6797
440.7061 311.6250
446.4286 316.4922
429.1633 299.6875
413.7755 276.7422
440.3755 299.8047
435.8408 290.1328
265.8612 291.3281
259.5796 284.8750
562.3469 313.9336
550.0204 299.2266
521.7143 280.4297
145.5102 223.6875
201.1633 229.8438
208.8163 230.8125
204.3674 216.6250
174.6041 260.1172
171.3674 253.4102
555.0000 309.0391
172.0775 248.3633
160.0653 194.4688
155.9878 238.0938
152.9714 255.3164
173.3306 286.3438
288.6163 207.2813
290.8367 206.3984
289.1429 202.5078
296.8979 205.7500
274.8367 229.0469
249.5714 239.8984
241.7143 243.7656
258.3633 232.9375
271.9796 215.4258
275.5428 223.1641
241.9877 248.4922
255.4571 245.0430
246.1837 228.1211
248.9633 248.0703
251.4816 246.5625
248.9877 234.2813
244.6898 234.4180
250.9755 230.2734
274.2408 233.5625
328.7551 218.5039
385.3184 290.5859
1.9184 398.7734
10.7551 349.7109
23.8898 273.5859
191.7347 334.3477
181.2245 352.7891
191.4408 371.1875
208.9796 380.4336
203.4286 390.0352
203.9714 393.1094
204.2286 401.2422
184.8653 402.5703
189.3714 395.0156
211.2980 381.4219
211.2816 374.7070
200.8286 382.1953
204.9184 378.8594
199.9592 377.8125
204.1225 376.1875
207.3143 371.7969
212.4571 372.5000
215.6653 377.8125
214.4367 367.1680
225.4857 377.1602
236.7633 374.5313
236.1633 386.8672
233.5714 377.5469
234.7510 376.3828
233.1959 377.7344
160.1061 408.3984
592.1469 228.4688
348.6776 286.2070
385.7143 284.0703
125.2694 359.9375
136.2041 364.6094
346.0204 274.2305
139.8000 368.7930
370.5428 275.0000
374.3265 276.4375
293.8979 358.4414
351.6327 284.3125
350.8163 270.7500
348.3755 262.2852
343.5633 261.4297
110.6857 296.3438
101.3265 302.7422
339.8326 274.0000
337.8000 270.0273
424.8490 288.4180
470.4122 311.4453
488.1021 276.9219
149.8857 386.4844
180.3959 354.8281
493.7429 330.3906
497.8449 331.4375
523.2816 328.7344
556.0000 317.3281
550.0204 307.8516
520.6816 326.9531
512.1102 325.8125
497.1224 324.2188
489.7837 324.4609
500.8571 324.5234
503.5714 323.1484
500.1265 324.2344
496.9143 328.5977
499.6694 319.0313
500.6000 322.0547
505.9878 325.2500
514.2082 326.6719
