Left Elbow
242.5551 370.5000
230.6572 399.6250
225.8571 395.8047
267.1674 288.6016
258.6939 288.9844
269.5877 277.9727
269.4286 283.7969
263.3347 268.9375
258.3265 279.8125
254.9306 274.1602
259.6939 270.0586
257.1306 274.2266
262.2122 270.9961
262.8041 273.5195
261.7429 269.5000
258.8571 265.7344
267.4408 273.0547
626.0040 404.3281
397.3959 305.7852
396.3265 302.6367
390.8571 297.7500
394.6776 298.7813
391.1020 384.7500
546.2204 365.0859
264.5266 289.5938
266.9878 295.7109
457.9510 330.8281
454.3388 327.6094
301.7878 281.4844
647.3184 314.4883
384.2000 354.3750
382.2653 361.2344
407.1388 308.9727
237.0816 321.5664
253.3470 297.4297
270.8041 317.8516
248.7143 327.4688
262.0490 294.1563
264.4816 307.5703
230.8286 313.9063
245.5469 319.8750
249.4694 330.2070
251.5878 315.2969
260.4286 325.9922
255.5388 312.8750
558.0408 379.8516
316.5265 282.9648
312.8000 333.4180
614.0000 329.7773
616.2857 319.4063
633.5347 319.4102
628.4939 311.3438
694.5347 274.5156
470.1959 446.4375
480.2000 318.4453
690.5714 305.0625
686.8082 306.9531
696.3184 313.1055
639.9551 288.1875
585.8530 338.2930
584.7142 318.6641
586.3633 309.2813
586.4775 313.1406
429.6408 281.2930
430.5102 289.0625
441.7551 276.7344
440.1225 274.9766
409.5143 340.1719
420.4408 344.8359
735.2858 317.8047
708.3306 317.0625
703.4326 318.8477
506.1429 367.1250
422.7265 307.9844
413.6571 321.8750
414.3470 310.1328
417.8449 309.0273
415.7673 305.3125
359.2979 254.2188
141.4898 364.6094
390.3469 308.9219
492.6082 309.5313
187.8367 270.1250
229.0735 265.0977
256.0571 271.3672
257.5837 269.7500
266.9143 263.9375
544.2857 314.3047
526.6571 331.9453
493.7715 345.1016
188.3143 242.4805
457.0612 301.9883
465.2000 298.1328
470.2653 286.4688
487.7837 305.2734
505.0857 297.6016
499.8000 301.6797
501.2041 305.5313
117.1020 263.0469
184.7224 258.8750
177.6408 252.1875
233.0082 250.2227
385.9429 269.7109
339.8449 265.0469
335.9388 261.3711
305.6612 273.8438
371.6163 245.1250
441.4408 274.1875
440.5020 275.7188
456.6163 295.3750
507.2571 233.7500
516.6898 243.2617
378.8979 221.6250
374.3714 218.4063
372.8163 210.5352
308.9061 198.6250
263.6326 216.1836
261.5347 211.8750
237.9184 224.2188
245.7469 229.0078
296.0204 211.3477
290.5796 209.9023
271.6694 260.3594
265.2857 242.2344
107.5061 285.7227
504.1429 345.6563
610.7347 336.1406
521.3021 351.8906
579.9388 297.6641
608.8326 290.5625
617.9510 306.6758
644.2449 350.6328
639.8490 335.1289
667.0612 331.1289
659.0571 349.3438
694.9306 304.2188
689.6367 305.1602
445.2245 267.7148
532.1184 310.0820
544.5714 292.9688
422.4000 235.8789
581.6163 376.1445
195.6286 265.0898
180.8286 283.8750
196.9714 260.0352
461.5592 195.7813
445.8571 187.9531
445.2000 192.9922
442.4490 190.8984
434.6082 181.7266
430.6122 187.3750
448.9225 170.9336
449.6122 180.8750
439.7714 176.1797
438.1755 174.0977
443.5143 186.5820
442.3347 190.1836
211.9347 392.8359
337.6939 318.9180
236.2327 341.8438
236.5306 348.8828
225.0898 356.7656
289.6000 321.1484
320.1224 277.7539
266.4081 286.4063
310.0735 297.5156
378.6531 170.6367
376.5061 166.0938
374.4000 164.2969
379.5143 171.0547
379.1224 171.1484
356.2980 182.6250
113.8490 240.7422
394.8286 333.8672
391.5143 329.9766
391.7714 332.6250
396.2857 334.0000
386.2449 326.8672
395.8571 326.6016
392.9388 328.4063
259.0408 306.5938
264.7714 283.5234
275.1633 291.1250
280.7143 285.2266
282.8204 321.2656
289.1184 261.2969
282.8490 263.3203
282.7674 275.6172
272.2980 280.3906
292.5918 292.3281
328.0735 291.9531
533.1428 281.5078
575.2041 296.8906
585.3224 300.3203
583.1837 294.5156
579.6938 296.1641
507.8367 262.7500
305.1021 182.6211
306.6000 180.5195
310.2980 182.2188
306.5061 184.3945
308.2408 188.4219
507.4857 318.1406
462.9061 316.7422
394.4857 332.2617
355.9755 324.2695
656.3429 371.4258
465.9796 409.9414
403.7878 314.0703
363.8367 322.8125
354.7714 324.0625
390.5510 322.2344
383.4041 323.1367
345.4367 243.4844
344.2653 250.1875
318.9429 234.3008
321.6571 232.9844
305.3551 233.6250
315.8571 228.9297
79.0204 331.2031
468.5674 412.6719
112.7755 337.2969
123.3878 330.7656
126.0857 335.2695
533.8082 333.3281
498.4367 314.3984
475.5592 406.0547
653.2286 341.4375
463.6735 354.5977
502.2653 411.8086
533.9592 408.2031
445.5061 258.5586
460.5306 259.7734
537.0082 236.7813
327.0000 250.5781
543.7551 225.5469
555.3428 222.4531
318.1429 261.5156
531.5918 229.5352
82.4735 300.6211
109.1347 309.7656
503.7959 261.9805
415.1224 260.8750
307.5183 351.7344
538.9959 269.7109
269.3306 310.4883
530.1633 337.0156
193.9755 176.7188
212.8775 171.9492
213.6531 179.5469
363.3429 256.1250
337.8775 327.2969
332.8694 241.4336
316.6367 203.9453
316.4408 218.6016
330.4000 206.9688
347.2000 208.0781
512.5755 285.1250
545.5755 277.6250
543.0490 293.2813
540.3837 284.0703
509.2857 280.4805
516.4286 288.2227
506.8449 291.2500
501.2082 284.1563
505.4000 294.6250
500.8979 292.6875
503.6857 289.5625
85.5510 300.4688
380.7143 303.4688
384.0327 298.5469
385.5510 305.6250
319.3469 290.2695
641.4286 358.5469
82.3878 300.3398
82.7388 301.4688
87.0000 307.0000
69.1673 291.0781
622.6000 344.4336
93.6939 309.6875
86.9714 315.6250
79.3510 289.8047
211.2857 282.8672
96.5102 271.2656
469.4000 390.1055
520.3837 407.6758
509.1755 398.9922
484.1388 404.6563
520.2286 418.5938
564.4816 389.4063
600.3387 303.1641
321.9184 378.2422
620.5469 344.4414
323.0122 388.6797
305.0000 247.9961
144.8939 300.1563
276.2735 343.5352
392.7632 289.2383
188.0122 264.8477
185.2653 254.2969
435.3102 373.1016
236.1388 339.5313
240.5919 323.7344
231.6898 332.2578
249.9796 337.9141
249.2245 343.6914
179.5306 256.4609
646.8735 316.4609
648.6776 308.5000
418.4163 384.7813
620.9265 313.0938
142.0367 249.6406
569.9143 274.2500
411.0694 378.9180
651.4000 287.0820
509.6286 289.9688
422.4041 350.4531
236.8775 319.2969
462.8245 195.4531
660.0000 339.2773
369.1714 305.9375
363.8000 298.3828
386.6816 281.1719
371.2000 331.6250
482.3388 361.3047
596.5143 290.8750
325.2245 275.9570
590.4000 298.2344
321.9796 280.6250
633.0653 293.6836
310.3878 298.1953
662.5428 333.5000
329.0694 280.2969
579.2408 369.9180
195.6735 363.2031
75.8571 239.0156
352.7143 361.0938
350.3674 316.1563
503.7715 309.0625
496.5428 294.8906
709.5102 305.9688
666.4286 315.8594
424.1714 375.1992
300.2041 339.6250
300.2449 335.8438
669.6694 309.6523
345.1592 323.8008
689.0327 330.8281
330.4775 326.6250
325.3306 316.8906
325.7102 314.6133
334.2612 323.9102
345.3143 322.0625
316.7388 336.9688
323.7388 330.2500
664.8000 392.7539
648.8694 400.5430
667.4122 385.6641
700.3878 392.7344
515.9592 228.5977
465.3265 250.9688
453.3061 391.9453
133.2612 413.0898
647.8000 290.4688
451.9143 343.8750
402.4082 297.6367
478.6122 317.2852
496.6735 285.6250
497.8979 282.8164
516.4286 300.1875
513.5347 292.7617
686.1837 392.5781
159.4939 340.4297
226.1429 343.1875
250.8571 322.1250
237.0531 290.2188
546.8000 233.0938
588.0612 258.4805
706.6163 288.8750
564.8531 298.5938
581.9796 296.2188
477.8571 307.9375
426.8041 178.1758
455.3102 158.0000
333.0327 246.0859
538.2000 217.7969
581.4286 249.3359
397.9020 255.9219
382.8939 225.1328
342.5347 257.2500
683.0000 304.0781
681.5959 296.2266
300.1959 261.9805
665.6857 282.1328
622.4490 277.9180
299.9102 252.2500
329.6000 259.0781
526.4694 186.5000
531.0000 210.4375
169.0327 349.5117
246.0612 374.9336
588.4163 298.2539
563.7143 307.8555
592.2123 313.6602
590.4612 296.1563
578.7142 304.6875
565.8367 295.0625
548.1224 291.3906
553.3184 293.9609
566.3429 296.8438
595.9387 295.4063
599.5347 290.2656
622.6531 302.0469
629.0979 308.2813
615.6571 312.8984
593.5714 319.5664
581.4000 314.5586
622.1224 335.3984
617.9796 353.9453
653.4408 353.9219
189.2776 247.2461
232.1143 239.5859
273.8694 260.0078
315.0000 256.2031
346.0816 252.5469
376.1388 264.7578
419.3714 299.1016
420.1755 294.4063
170.9918 269.4297
407.7633 272.5469
164.7510 278.3359
386.7265 247.6406
598.4490 306.5000
464.4857 252.6914
488.4775 225.3711
487.9551 235.2266
490.1633 216.6641
490.7469 202.8672
495.6163 203.5273
501.8612 209.2656
412.9143 232.9063
586.5959 246.5781
589.4490 245.3047
554.5551 258.0391
539.2449 220.4375
526.0245 226.7031
534.7306 198.4219
584.9020 188.3438
538.3143 200.6602
549.7632 205.6523
607.0857 237.1602
622.0164 227.6875
637.1510 228.5313
638.2000 218.4297
647.6735 220.2227
433.2531 315.6719
438.2979 321.2109
455.4082 312.2188
473.8653 308.7969
473.5918 294.3672
439.8204 291.3594
235.8449 257.8438
376.2000 216.8125
433.3265 304.4375
465.7674 316.5938
489.0327 326.9805
382.6122 331.5938
390.8531 311.4141
260.5755 260.0313
636.8000 329.1445
631.2490 336.7148
638.4857 335.1602
645.2163 328.2500
628.6327 328.8438
412.4081 247.1563
383.4490 256.1016
387.4612 285.7500
607.1877 231.4453
611.2857 232.0000
599.1102 231.3789
608.5837 239.8281
611.0775 223.3281
601.0857 223.6719
544.4653 308.0156
646.8776 306.2188
651.9510 312.8125
367.8000 260.1133
372.7429 300.1328
434.6612 319.9063
525.9592 347.5273
542.5225 383.6328
568.6694 387.6250
422.5143 348.6836
560.9592 363.9219
556.1837 351.9805
563.9429 406.0586
450.2245 224.9805
367.5510 225.8438
585.4286 364.3750
512.3062 382.2070
622.6980 366.6328
304.9796 311.2031
181.3674 348.1406
236.2653 308.3320
493.5714 239.4805
489.7755 238.1250
495.7510 245.6953
520.1143 302.9375
585.1755 298.5000
286.6531 262.5000
632.0408 302.0391
654.1347 298.1563
651.3102 282.5508
409.9714 238.5625
95.5469 244.8516
106.3143 225.0625
125.2653 189.0508
147.1021 185.3750
494.0327 261.5195
574.9020 362.0313
503.7143 373.0586
552.6735 377.3164
559.3143 370.7188
614.5184 416.7500
642.7755 381.1523
484.5878 276.5156
468.8571 300.0625
466.6816 289.0703
417.6000 265.2578
368.5347 292.1836
350.2572 312.8281
669.0000 312.2031
619.0204 292.5469
525.7755 283.6250
546.6163 274.6602
560.9265 305.7969
536.1021 314.5391
575.5878 316.6094
594.3469 256.0234
619.6939 247.5938
585.1796 248.6250
587.6041 242.1719
676.1551 224.0625
670.7877 217.1719
569.5184 208.1523
556.7020 218.3047
556.3306 237.9023
652.2081 225.5625
563.7142 246.0625
541.7755 257.6055
577.6204 224.0039
580.0286 428.9414
395.2245 316.1172
385.9796 340.0703
202.1837 342.3984
208.3388 304.1328
520.1429 308.8438
535.2939 337.6836
386.0082 335.5000
261.7429 377.4609
399.7347 284.0469
424.9796 321.0195
424.3510 324.1992
558.2327 359.6953
563.0286 354.6094
317.5020 361.5703
320.8204 364.0313
543.5551 292.0781
529.7714 306.0430
528.0898 300.2461
510.2653 338.6797
515.5592 342.1367
281.8775 311.5000
385.9714 302.7031
465.0571 259.5313
624.0000 218.6484
265.4735 338.5703
252.9265 348.2109
507.3143 264.9609
526.1224 276.9453
516.7510 260.6992
501.5837 254.5078
503.6408 251.2930
477.4408 254.7930
477.6449 237.1992
463.1224 253.3359
460.7143 248.5625
445.8408 244.3281
444.0571 254.3750
443.5469 246.8008
433.3673 237.2813
416.8776 240.2344
436.8286 211.4219
515.5714 270.4531
513.4775 261.3945
521.9225 294.6406
519.1224 282.3125
516.7510 298.8203
502.5918 296.2969
272.4286 407.2422
555.7306 329.7500
373.7061 358.7188
581.0041 385.1914
592.9265 367.5117
619.2000 387.8750
655.5020 423.7344
159.2735 297.8438
264.0000 257.9375
236.3592 246.3984
438.7755 325.5898
429.4694 314.0195
346.5102 292.7148
246.4000 280.1797
446.1429 303.9805
415.9469 279.1016
387.0000 271.6094
374.5796 269.7734
671.6613 400.4688
222.4204 280.5273
358.2531 309.5469
373.2041 346.4023
349.1755 342.4805
340.8041 326.7656
347.4286 333.8203
350.2857 322.2344
362.3878 326.4258
309.4449 322.7344
310.8326 312.1875
307.7878 342.0469
312.6122 319.0039
300.6898 330.4063
310.6857 311.6484
307.3633 300.2656
243.8857 328.9531
297.5347 331.2500
328.7429 312.3047
334.1959 344.3750
376.0000 316.5664
384.4000 316.5273
469.8000 262.0391
503.3837 280.3125
541.3224 284.2148
559.4000 286.4375
549.1428 293.2188
549.7143 282.8750
608.7714 326.4219
568.0571 321.9063
549.5143 352.8125
566.3592 343.0000
371.6898 237.7070
501.7796 272.1875
551.6163 301.6328
640.8000 304.1289
652.2653 328.9375
691.4163 280.6875
192.2327 302.4648
198.0816 274.6719
246.4776 248.2773
309.4857 317.6875
284.6041 103.7461
367.3510 248.2500
367.8571 271.0469
413.2531 317.5938
390.7673 240.4336
580.8123 334.4805
500.9265 251.6797
505.1592 250.3750
516.7877 263.0781
521.0041 271.8867
529.6163 288.2813
337.4326 311.4063
374.2653 204.6094
453.0735 232.7969
463.5020 207.4219
482.5143 231.9648
481.1551 246.3789
490.3429 210.4063
489.3102 226.6094
432.5714 239.0898
384.8204 223.8125
366.2327 221.7891
558.6122 253.3398
223.9429 209.7188
227.2857 221.0313
239.2041 187.0000
518.5143 242.3047
474.5714 232.5391
457.9918 217.4102
469.6163 226.6016
449.6572 241.3516
530.1674 358.3281
534.5143 368.3125
572.6898 389.5273
474.5429 258.4297
709.4000 275.9844
736.9347 269.4961
727.5428 267.1875
427.4735 385.5000
574.2000 412.1953
527.0817 400.4766
504.7347 284.0000
222.1429 285.2383
540.3673 166.8125
543.8530 186.1445
468.7429 158.0547
426.8776 160.8477
245.2408 187.5781
716.9551 413.9063
731.2734 295.3906
322.8245 360.7930
329.9714 357.1172
425.1633 445.9609
438.0816 367.7813
448.1388 381.8125
588.8776 334.7500
438.8571 333.1211
460.9428 308.5703
484.9918 289.7109
444.3265 258.0156
495.1143 291.1563
496.4326 330.1484
486.8163 318.6250
490.1470 292.6719
468.1143 310.0313
457.3837 316.5898
594.8082 247.6953
585.3062 313.2930
462.0122 238.9531
488.9184 263.9688
471.3959 275.9375
476.2082 259.4258
530.8041 275.6328
509.9510 283.4531
508.4857 277.9375
507.0327 268.1719
569.8490 375.0625
366.3265 321.1094
576.1184 242.2031
585.0449 261.8984
566.6694 260.4375
565.7551 237.3750
457.7755 192.3125
541.4857 407.4766
419.1388 199.0547
405.0204 203.1406
401.5674 195.5703
397.1021 194.7422
396.4204 206.3125
384.0939 197.0156
390.6776 223.8828
397.9918 205.5898
406.5306 224.1055
451.4081 262.9766
457.8163 257.4023
239.2612 186.5234
227.1061 183.9531
528.0286 232.4688
512.7673 229.8047
528.7347 210.3711
461.2245 194.0625
514.8612 356.8750
439.4000 185.7383
374.8326 186.7500
343.6122 196.6563
358.2449 199.3750
380.6000 219.6250
391.7143 215.7969
463.9429 204.1758
490.4449 304.3438
569.8776 369.3984
300.5020 282.5664
343.8612 236.2031
559.1592 433.5313
415.5265 192.5469
432.2694 187.4375
416.9837 186.5117
409.2245 181.7383
420.0122 173.0859
488.3469 291.3281
230.6082 314.5156
228.5714 296.1953
257.0653 303.8750
270.8571 308.2813
295.2245 321.3164
317.7673 318.5820
176.7143 305.2188
327.5428 332.9688
485.5836 433.5234
331.0204 331.6875
102.9796 253.2852
328.4081 290.4688
412.7755 338.1875
453.7714 348.3125
349.3388 296.4141
351.3021 292.6523
363.7184 319.3789
370.6122 319.4531
537.9592 319.3242
540.9836 321.7891
640.0693 355.7461
660.8979 343.5000
664.7510 345.9570
652.8939 341.8711
555.5225 306.1211
71.2980 276.4414
641.6000 320.7344
642.8000 333.9609
364.5266 275.1172
495.8408 265.9023
492.8653 265.4844
493.3102 247.0781
491.4122 250.6602
493.8245 247.2969
491.9469 251.0156
492.3347 248.8750
493.8000 256.3672
494.2122 247.7813
499.9347 255.2813
492.5428 248.3438
492.0653 238.9844
490.7796 237.7656
520.0000 270.2500
465.4776 352.5391
506.4286 317.0703
535.5021 335.5000
531.3062 332.0391
522.4408 326.2383
521.8572 333.3281
549.1674 334.1328
531.4775 358.7422
544.2857 349.3711
582.2327 343.9844
583.2571 356.5781
601.7184 362.7578
504.4163 298.3125
511.7755 281.0859
374.8286 304.0781
320.1102 286.8281
345.3469 287.8789
434.4408 261.1875
517.7796 271.7656
329.6122 273.3359
544.5714 271.1563
449.5388 313.3750
352.2245 163.2500
341.5061 320.8125
427.5306 279.6445
328.2531 277.6250
287.6204 271.9531
317.1388 324.6172
606.6776 317.8516
536.9592 238.9141
348.0571 288.7266
527.3347 230.4219
415.7837 302.4297
343.2204 335.1055
342.0980 333.3398
343.3265 332.1406
342.3878 305.0000
334.6327 323.3594
373.2449 253.9688
343.8857 341.1094
553.0204 298.3750
393.8000 225.5469
308.1429 344.0781
391.0000 220.5313
224.2245 218.8281
610.6898 240.9688
571.0857 263.0000
132.4776 345.9844
154.5918 312.4531
148.4326 319.7422
142.0163 335.0430
669.4286 332.1992
150.2286 346.2109
521.4857 343.1797
132.9184 332.0430
145.8653 334.8633
173.7837 321.8750
250.1673 293.8281
239.5265 278.0625
388.9061 303.5938
541.7143 364.2578
538.0286 360.4375
549.8530 355.1094
539.1143 366.7891
502.7429 351.7383
471.8490 347.7148
473.9429 360.1250
497.3633 331.9688
582.2000 348.0039
317.2531 330.7578
587.8776 360.9414
589.8979 336.4180
580.1877 343.8320
310.7061 332.5664
580.1388 345.3203
581.0122 334.1484
587.0571 343.0156
577.5510 338.6875
573.0817 345.9961
579.0000 336.0000
581.2367 344.0039
315.3510 345.3906
517.3796 356.9609
284.8000 335.6641
600.9755 331.7422
225.4245 344.7734
326.2408 225.5938
536.5592 215.4922
286.2408 260.7031
268.1510 314.8828
656.1061 341.1641
291.4367 350.5156
275.8653 342.0313
248.6408 343.1602
612.8000 285.6563
245.5551 330.5820
267.3755 348.5586
616.2653 280.5313
305.8490 364.4570
591.9061 261.0859
321.1143 347.6172
295.2082 378.7031
299.9755 362.3203
295.2204 343.6055
290.9143 359.7695
287.2122 359.0313
290.0898 364.7383
42.9878 314.4219
39.5143 331.4063
35.9755 325.7500
62.8857 297.9570
63.8531 291.0508
129.2653 283.7500
120.6327 308.6406
112.8449 308.0820
124.7510 293.2344
123.6245 300.1563
122.5143 264.8906
11.6571 274.1445
491.0816 322.0195
485.7265 337.8867
475.3714 330.4063
482.0857 324.9609
491.1837 344.6172
481.7714 351.5469
481.1347 336.8750
483.5102 328.8750
480.3061 329.2148
534.4612 212.6758
537.2367 217.1875
524.7632 209.0469
501.1265 213.7891
589.5021 201.5273
616.1592 210.2031
503.4694 199.0625
526.3551 169.4922
517.4000 208.4531
533.4898 195.3359
397.8857 293.0430
407.9836 286.9844
414.4041 293.5703
608.4449 385.9805
275.4286 278.1875
303.0408 261.6875
302.2775 271.7734
348.7143 265.3086
428.8408 245.8555
454.7347 262.8633
476.9714 270.1797
478.2000 265.5781
485.0204 250.5469
484.9265 244.0977
480.0857 249.1250
648.9020 246.0469
652.4857 249.4219
645.9959 245.2109
639.7143 249.0273
595.1428 258.5117
508.1510 243.8438
523.8530 250.3750
524.2980 246.7734
526.1061 250.3438
528.0408 246.8984
528.3715 244.3594
687.1796 235.6875
299.1918 244.9063
584.3878 348.5000
555.3796 341.5313
567.8694 340.1250
569.4979 344.5000
539.0204 349.4922
533.9714 352.5938
551.9183 339.8906
553.6327 346.9688
545.6571 355.8281
556.7102 241.7500
570.0122 243.7500
580.8204 247.1016
580.8653 249.5000
563.2041 245.4766
590.7347 239.9297
592.4081 251.4727
566.5347 227.7344
585.6285 343.7422
605.5510 267.6172
364.7959 313.8125
656.9510 281.7930
605.9714 264.6602
566.9102 231.2969
626.5306 243.9531
592.2408 289.3359
660.3062 311.2305
579.7143 332.9766
139.1061 316.5000
617.8000 336.5469
629.8612 324.6719
594.0000 291.5625
591.6694 312.7266
682.1021 279.5078
523.5755 358.5977
526.6776 353.9922
272.5755 356.4063
279.8000 346.8750
563.3551 313.6250
259.9714 321.3203
294.1388 284.9453
651.6653 367.4063
661.4163 327.2656
413.4286 263.1992
419.0612 255.5469
628.5143 275.2266
424.8000 283.4141
417.1755 246.5469
456.1469 255.9688
437.8694 259.1406
415.6531 402.1016
586.1592 359.2461
435.7714 259.2969
709.7714 406.6094
712.5428 410.1563
708.9551 364.4609
416.1021 254.0313
295.0694 274.7969
226.5306 224.7344
345.0000 255.6680
209.8000 211.6523
361.1143 260.2109
141.5429 170.6328
357.4939 224.2031
356.2857 246.8320
370.2449 246.1797
373.6571 252.0195
386.9102 247.4375
387.0612 244.8438
379.9551 253.3125
386.6735 258.5469
526.6408 334.7656
526.1510 359.5234
539.0775 353.6563
530.5347 354.2773
525.8408 359.4492
524.4286 359.2656
525.2367 355.3906
528.3469 367.8086
525.5103 350.3867
530.4286 358.7813
200.1796 338.9688
176.1592 344.1172
176.0000 359.4609
131.4000 345.1523
150.7755 228.0625
159.3428 241.9805
180.8326 236.7656
142.7714 225.1563
373.6857 260.3750
321.5714 223.7031
228.5388 260.9531
115.0000 263.0781
510.6490 238.7500
512.7388 250.8125
506.6082 271.7031
504.2857 260.2305
537.8939 250.3242
485.2571 269.8203
496.1674 249.4219
524.3592 265.6992
512.2449 253.4531
519.6653 267.3633
522.0735 275.3750
332.9265 241.4766
339.2245 251.4844
294.8449 240.5938
284.4041 250.6289
284.4122 238.3086
288.1469 285.2930
545.9183 263.3281
287.0122 257.2578
517.1388 224.1211
533.6735 245.4063
551.4979 237.0469
345.5674 262.8633
585.9265 244.1250
348.1021 253.5391
353.5714 220.7188
473.1510 238.4766
262.6122 241.2813
478.1306 233.4297
512.8041 241.5391
233.0000 234.2266
237.1551 239.6094
513.2939 254.1563
433.0367 276.5625
440.4000 280.9219
435.0000 281.0000
328.6572 272.3750
339.0286 264.3594
399.5674 273.4375
396.7469 282.1289
482.9633 283.2500
482.5551 282.8281
484.2449 283.3438
173.3592 216.6445
430.0204 224.9180
436.1674 232.5078
436.1796 235.5039
293.3714 230.4727
390.5184 293.7148
158.7102 259.3594
482.1714 306.0938
479.6041 303.0352
466.6531 315.4688
475.0408 301.9883
474.3224 299.1875
451.5714 302.3828
455.1959 317.4531
167.2490 308.8047
461.6122 310.6250
487.4367 441.2031
553.7633 381.4492
434.8653 328.5156
218.6898 304.1875
416.2939 328.3750
504.5469 179.5469
528.6000 168.7500
566.7061 309.1680
441.6980 325.3281
440.8163 319.7500
413.4694 321.2500
416.1837 331.9922
209.8653 315.3320
564.7959 298.2969
453.8571 366.4063
466.5183 371.0000
463.8041 358.6563
353.7715 291.7422
367.4122 307.4648
369.9469 294.4531
385.4857 298.2383
380.7551 302.8750
349.9592 287.0117
341.3918 304.5586
450.9306 313.9141
452.0000 305.7578
582.8449 237.1875
391.0857 237.0117
587.3265 246.8516
569.1224 240.3867
561.8572 228.2227
440.8000 238.3789
171.1469 234.0703
236.4531 237.1992
289.3714 239.7617
151.6449 259.6406
414.6000 294.5078
509.9184 267.7500
213.4857 288.9375
173.6408 272.6094
174.2857 278.0938
156.2041 264.7031
299.9306 311.1016
390.7020 316.5703
210.8408 323.5156
646.6938 309.6211
191.7143 314.6758
643.6285 303.7461
650.6000 306.8711
181.9388 346.5000
644.9183 305.7656
197.9061 302.6875
239.2857 316.3906
636.2204 309.3164
281.4857 298.6250
284.4694 306.2109
265.6775 297.8516
636.9225 313.0859
293.5714 301.3164
303.9388 298.9063
307.4490 299.7813
355.4163 298.1875
416.2000 290.0547
388.8286 310.4102
347.6122 277.5000
313.4694 294.5938
285.1755 309.3750
371.6776 305.3438
378.5918 285.3164
386.6449 305.6172
388.3020 314.3438
371.9388 299.3828
355.3224 279.3594
342.9592 268.2305
335.5755 282.9492
338.9184 278.2813
567.9225 341.0000
319.5143 277.2969
318.0367 268.5586
307.1633 275.8086
356.6163 267.1406
396.3878 316.7422
387.7551 336.8203
403.5429 306.9688
365.0898 330.6094
360.4326 324.1250
370.0000 322.5703
570.6204 349.8203
358.5306 322.0313
363.1653 311.9219
340.1021 293.6836
360.6122 277.4766
351.3714 272.4688
334.8367 294.2578
365.8163 317.3828
371.1102 278.3047
352.2775 309.1875
319.1388 323.1328
374.7061 252.5430
373.0816 269.7578
314.1429 266.1563
253.7143 274.5156
538.8857 290.8984
521.1592 307.3047
559.7306 358.6250
224.8082 309.2617
570.1306 346.5664
343.0122 281.1953
610.6735 311.3398
431.2204 278.1289
185.4612 329.2500
280.2245 337.3828
287.8694 314.8750
335.5714 294.3594
356.0286 281.5000
555.2367 260.6406
678.7714 276.2031
552.3837 263.4063
360.8326 287.9414
663.2939 287.8164
363.1877 288.0000
395.6000 290.7305
329.5714 239.8359
291.8286 297.7383
492.5551 254.9961
290.4898 294.8672
497.1143 253.2773
255.1224 296.0195
256.8531 295.5781
255.6122 306.5625
654.6571 291.6719
668.4939 306.1563
665.5306 277.3438
375.5102 245.2578
625.3102 264.7383
551.2734 278.4063
454.0980 256.5234
595.1918 278.8750
590.0857 266.9297
288.8735 291.7188
554.3469 280.3125
310.9102 316.5547
307.4082 302.2422
330.7837 321.2109
275.3265 343.4883
281.4204 347.4531
299.8163 352.2500
277.0000 271.7656
264.7347 287.5000
267.3102 308.6719
251.2816 305.0703
280.3306 305.9844
156.0163 330.6563
636.5714 334.4063
198.5102 355.9258
272.0612 298.9570
311.0367 284.4570
582.7673 282.4766
582.7388 282.8281
595.1428 284.1641
592.6041 311.2656
591.5714 309.4922
580.6327 309.7813
329.6122 337.3672
597.6367 314.4297
592.0775 304.2969
584.1551 290.1406
578.7388 306.3359
574.8326 304.4727
567.5102 322.1328
295.8408 301.3516
522.5510 323.2383
519.2857 305.1875
521.0857 312.1719
545.7143 314.0898
563.0082 320.1719
557.1428 293.1875
556.5673 291.9102
547.2571 295.0000
542.7388 295.5547
552.4286 278.4961
581.4286 264.8203
611.2694 254.6953
619.8326 260.6094
476.6326 299.4336
325.4327 258.1094
468.5714 293.4492
512.6000 266.9492
508.2531 251.3281
563.8082 338.1250
196.2368 359.9375
233.6000 344.8008
239.8735 344.8789
224.7265 345.9492
551.1470 331.8594
211.0327 361.9375
218.6735 352.5742
558.9510 325.7188
130.4776 315.3438
535.4408 346.3438
188.6000 297.4844
210.9592 316.8633
269.3714 303.9219
354.5061 286.4844
355.2245 289.9961
349.7878 298.5625
636.8571 237.6445
641.2694 237.3789
625.8123 236.3750
384.1143 261.6445
445.1388 288.2969
422.5674 278.8438
424.0163 277.0156
445.1429 269.8203
447.4898 285.3750
443.3837 281.8438
584.4612 293.8516
438.8449 274.4414
450.0245 282.9805
452.0980 280.1406
425.4000 268.6484
418.4571 261.1875
418.4857 270.6875
424.7347 267.2852
584.5347 296.8516
617.5714 261.1797
255.6122 299.6016
271.8041 277.5547
559.2081 293.9609
282.6326 282.5664
422.0694 296.6563
466.0245 313.7031
471.5837 320.4688
197.4898 297.1641
526.7142 283.0977
255.4367 300.6094
255.4449 295.6250
256.9551 304.0000
267.3143 290.3125
268.3102 290.1367
273.4000 284.3750
486.9184 261.4258
493.0204 265.2813
246.4898 305.5195
252.7061 306.2500
264.6327 286.5508
267.7755 289.8984
360.6000 204.7305
344.0571 247.2539
166.5674 292.2969
642.2286 251.5625
169.3061 311.5391
628.8408 235.1094
161.6327 291.6016
157.6531 286.3516
157.8163 274.9688
318.7184 259.0508
288.9878 279.2383
539.0000 261.9609
639.8572 236.8750
