Right Shoulder
318.7673 220.3789
327.9184 222.2969
292.7184 204.6406
191.2612 197.0234
350.6000 168.7656
381.3347 206.5938
348.7184 208.8047
334.2286 207.1563
501.6327 244.2813
491.8000 231.1250
179.7184 218.4063
510.9388 229.6875
523.9836 222.1523
512.8367 233.2070
517.0164 231.1250
514.5918 209.3516
303.0694 168.8984
301.1633 171.7813
302.2367 183.2344
449.2776 194.9531
451.6122 198.0000
449.2327 195.6797
450.9184 190.8906
449.5428 191.7109
447.8776 190.2344
339.4367 222.4297
461.1633 216.3281
459.8776 217.5781
267.0000 175.0234
314.8000 213.0156
314.8163 227.0156
367.0408 244.6602
480.6000 294.6016
454.9551 306.3750
323.0857 285.5977
446.0204 306.4219
457.7020 294.2070
437.0122 293.0703
375.0204 167.8047
439.7959 181.8281
445.3469 241.1250
525.9714 231.9023
589.4408 257.0234
208.0000 220.3242
363.3633 223.0430
371.8367 208.6172
408.7143 188.0742
406.4122 185.5625
442.3959 194.9258
421.3959 195.6406
462.6000 180.0469
348.5143 210.9375
508.8694 210.0586
528.1837 197.6719
547.3265 185.3359
315.5714 162.6250
223.5306 151.0625
222.3306 158.6406
229.1918 128.0898
230.1837 108.0313
563.4000 208.5273
406.8041 256.3750
665.9592 247.3164
616.3837 259.3672
561.1184 251.6094
536.6898 266.1406
544.9388 254.5664
398.7755 204.9531
363.5714 210.3320
364.2408 203.9102
326.4000 199.5938
272.9265 204.4648
217.8000 204.0391
640.3673 205.0391
628.6694 194.3750
470.8571 210.5000
476.2694 212.0039
416.1184 241.2031
403.4490 232.7891
440.6490 237.7227
533.1837 206.4531
523.3674 198.6094
520.3469 188.2461
518.5102 187.9727
561.0530 165.7266
567.0980 165.9844
460.6857 181.7148
431.7061 167.0469
429.3755 173.0156
561.3020 166.0391
429.6571 147.4297
516.3469 141.3555
540.0857 136.9453
421.1714 295.0391
328.9551 259.8984
287.8979 272.7188
97.3102 221.2227
110.9184 189.2891
417.4490 238.3203
400.0449 241.2852
302.3837 269.5156
153.5388 310.3906
288.6408 183.6406
295.4898 196.7422
307.8286 196.2188
432.9837 247.6641
444.1429 252.3984
247.1918 229.3359
248.0286 234.0938
416.7388 204.1875
414.0571 215.7031
402.3510 214.1133
390.3878 238.5625
390.8000 243.1289
146.5714 223.8438
514.2000 195.7109
554.7429 215.3750
561.3265 181.3516
153.6898 213.4375
132.6082 222.9570
643.3143 198.8203
633.8776 194.5859
613.1428 190.2891
593.5919 180.5156
589.8776 173.9961
576.5102 182.4414
581.2653 180.4453
566.9592 182.7422
564.8572 175.0859
540.4694 173.2891
524.9714 180.1250
530.6000 179.8984
514.0408 160.7188
483.8817 170.6719
368.0286 197.8867
454.2857 222.1094
390.6408 217.8203
393.1388 238.3125
395.0408 232.7344
399.2327 235.0703
373.2857 253.1563
137.2449 309.1953
407.7265 213.5000
280.4735 253.1602
391.6286 257.2227
382.4898 292.1016
368.3102 318.6953
409.6245 347.7109
265.0694 225.4531
313.0000 194.8320
310.0571 205.3594
320.5388 180.4766
316.5102 178.6953
306.6531 180.4766
359.0286 186.3125
579.0000 201.0430
533.2245 187.6406
495.0000 177.4258
498.4000 190.4961
512.0122 295.2109
113.0980 203.0313
241.0122 224.7813
246.3469 217.4375
262.5674 213.6641
247.5184 209.2031
227.4286 206.9219
210.0490 190.4922
217.7020 207.2930
200.1429 199.0195
193.0367 212.5000
187.5918 203.2813
182.6122 209.9375
186.5592 199.5000
174.6857 194.9297
173.6490 206.6680
369.9551 263.0547
338.1633 269.2500
341.9143 265.2344
330.4490 254.3750
328.0000 264.4648
427.8694 267.8555
440.1714 244.5781
459.9796 258.5781
477.9918 254.2656
478.9918 242.9844
474.4857 240.7109
471.5428 243.0000
433.4000 207.3125
436.0571 212.7031
404.6000 241.2813
442.6122 237.0000
373.8979 175.9102
588.2531 176.6602
541.3551 169.8906
538.4000 198.6836
590.7877 189.3750
545.4572 183.1875
383.4245 235.2813
94.5306 221.7344
143.2531 237.9766
223.9714 244.4063
233.3959 70.1016
313.6939 194.4375
318.3674 171.8281
374.4612 220.5625
299.0530 172.3867
414.4408 183.7422
414.0735 164.7148
423.3959 155.5625
433.8000 163.6055
428.9959 174.2227
425.4041 167.8125
477.2694 196.9453
446.2245 134.2266
370.2000 139.5625
373.6776 143.4375
383.0857 147.2969
388.3510 139.3906
310.4898 189.2188
435.9143 126.4688
378.4163 136.0703
323.7592 132.1719
298.4245 135.6836
471.4939 179.4531
117.0163 157.1250
118.7143 155.2656
125.6939 138.4844
371.0857 173.3984
356.2857 139.8672
345.3918 141.4844
386.6449 133.3320
376.3918 144.9297
223.6816 190.7500
309.6530 211.3750
441.4735 278.7773
332.6000 203.1406
553.4000 202.2500
550.5592 203.3242
569.3143 213.6563
203.2939 300.1875
353.6571 233.7031
318.1347 238.9219
367.1102 182.0000
127.1102 233.9688
437.8163 108.6250
429.6980 177.1211
382.2816 116.6758
467.1021 101.3164
321.3388 159.2188
473.7551 279.7500
463.5755 292.7578
166.1878 284.3867
182.1143 276.2383
208.8367 320.2188
227.2245 340.1094
262.1143 353.3242
355.4081 239.1250
210.8571 221.4922
182.3714 234.9648
229.2204 210.2891
210.7102 203.6875
239.0857 178.9375
235.3959 174.1211
221.9184 204.4063
226.5633 197.1797
234.3714 191.5156
213.1347 195.3008
459.0163 192.2422
515.5102 188.1836
265.4857 183.6797
305.0408 175.2422
291.7918 198.5078
314.6735 152.3750
386.9592 198.1484
377.0204 196.6172
368.6000 193.3750
364.1633 193.5938
521.2612 186.1563
233.6735 214.6719
476.2327 172.5820
478.6041 184.2969
469.4612 187.4648
456.4082 183.5625
355.6408 84.5000
411.8857 331.8711
328.5265 148.3594
307.5755 160.7188
313.7510 146.9141
312.1837 143.6953
291.8979 156.4375
280.5918 153.5469
274.6735 192.7031
313.5020 173.0781
312.5878 178.4609
407.6326 230.4648
352.5306 202.8711
357.8898 130.1172
334.8490 136.0469
350.7837 182.7578
375.1021 182.4531
345.6735 163.8359
374.9388 105.1875
342.2082 244.6484
352.6572 161.9141
282.6735 156.5000
248.1021 171.0625
287.2735 152.1250
323.1469 155.5000
339.1429 146.2188
382.5388 154.5039
261.1837 164.6563
365.2286 179.2617
408.9919 221.0742
187.8286 137.5781
123.8980 273.6875
303.3143 141.5000
333.6449 148.2422
331.2898 147.0195
306.0735 150.1992
319.8000 121.4219
378.7959 210.4688
95.5224 227.4688
165.3143 258.8203
183.0449 253.8594
190.2857 262.5938
211.4694 262.4102
220.9837 262.5078
75.5714 250.4688
232.3265 255.2813
283.0041 315.1797
196.6122 269.7969
166.6531 216.6055
234.9224 216.9063
335.7306 293.8047
373.1184 301.2578
229.7959 221.6289
229.3429 216.7461
242.2163 225.5625
244.4898 222.6016
411.5918 229.6758
410.0775 225.1016
571.8898 223.2695
572.6531 206.0547
582.4531 206.4805
581.7020 209.7188
439.9306 264.3203
287.2000 291.5977
531.0571 182.8047
531.9836 182.8203
494.1143 136.4375
383.5551 171.1797
385.5184 164.5078
406.7632 142.5000
402.5878 145.9023
391.2000 154.5781
403.3429 149.3516
401.4041 152.0000
396.3796 153.0078
400.7837 161.1992
394.8000 150.0234
396.9388 154.3203
408.0163 137.1016
403.6408 138.8359
396.8000 184.3281
335.4041 270.5781
351.5306 242.6914
393.1183 230.5000
391.6327 247.5469
368.9265 235.9063
367.2286 243.9688
385.4653 239.9922
428.9633 229.3477
410.9388 250.4648
463.9959 250.1172
456.5469 261.2109
476.7429 254.4609
412.2000 218.5625
418.3224 185.7656
508.2776 195.1797
396.2327 237.9531
414.5551 226.5664
322.5510 205.8867
444.8286 200.0469
226.0204 168.0156
415.8571 218.1094
287.4490 227.3125
268.2694 117.0000
339.5388 198.7500
353.9918 235.0586
223.4041 234.8789
183.8449 219.4063
194.4449 230.2813
660.0164 264.5703
437.6939 194.6875
305.0041 226.7734
435.7592 203.7383
346.1674 234.2969
220.6123 216.2969
207.4204 222.4805
208.2163 231.8281
218.7388 224.3750
187.4000 227.1563
251.5510 164.7734
192.7551 221.8594
359.0449 232.6133
255.2000 173.4375
231.3673 216.6016
255.0000 168.4297
175.2449 204.1563
526.4816 204.4063
492.4000 208.0000
307.2245 212.5078
305.0571 206.4570
301.9469 212.3203
229.3714 209.4375
550.5714 229.3672
277.7878 223.1641
533.7102 225.6172
296.0000 222.3359
310.8612 220.1406
336.0041 222.9453
246.5918 204.3750
233.6857 205.7969
277.1674 237.9844
402.1714 256.4805
401.8408 248.7188
417.1469 248.3047
432.8000 242.8164
376.7959 238.4922
329.1837 214.3438
348.8000 240.7813
352.3837 242.3594
465.8000 233.8164
195.4000 227.4375
458.1225 238.0508
458.5347 231.4375
451.3714 236.2148
195.3837 237.5742
451.5061 232.6328
452.9306 242.2695
456.7755 239.1016
464.8979 230.7500
441.8041 232.8125
441.0000 234.0000
450.5102 233.3125
188.4612 224.8633
387.3062 235.0703
322.4082 211.6328
485.5755 230.4570
318.6490 225.6406
296.8449 174.7930
463.0204 217.2031
129.4816 209.8906
121.0245 226.9141
586.8735 219.2734
141.5633 192.3047
107.6612 222.7188
122.7755 221.7734
527.7469 191.2266
123.0898 226.5977
125.7020 228.4609
517.9633 198.6172
136.3143 248.9102
520.1143 194.4375
135.4857 245.8984
134.1143 224.6484
138.8000 218.4844
135.0327 208.9336
94.3428 226.6680
94.8857 229.2813
63.5347 239.3008
186.4000 235.8086
190.7633 227.0781
152.2694 241.9141
108.5714 222.2539
112.5633 229.3047
85.4286 220.9297
65.5102 217.6172
57.4122 225.7383
52.8000 213.7852
64.6041 207.6250
64.7714 208.4688
95.7020 217.1133
408.5020 225.3867
396.5265 224.7852
385.8857 225.5703
400.8286 223.3594
388.7673 226.9336
394.7592 226.6250
406.1959 213.1250
401.5306 225.7070
388.0612 225.3281
447.7347 158.4570
454.2163 163.2578
451.0082 155.8047
442.2163 159.8125
543.1470 131.5352
535.1143 149.2422
444.1429 160.7773
431.8000 168.2773
437.0000 165.1406
457.7347 157.5859
237.6286 202.5742
259.6082 187.0430
269.0163 181.4609
456.2368 257.3672
189.7143 178.5000
406.3551 175.0313
395.7306 172.3633
432.2857 213.3555
532.1510 168.6836
578.1021 181.3984
585.7714 184.4141
587.4000 182.5625
586.3265 192.1406
578.1877 185.3398
562.6572 195.0391
562.3551 179.1875
576.2571 174.3867
580.0367 172.6797
582.5714 183.7891
616.1021 168.1680
435.1224 191.8125
445.4612 194.5625
462.9592 191.5117
468.5551 190.6250
463.3551 196.3672
462.3224 195.3125
619.0653 189.3750
240.5918 198.2891
408.0612 233.2031
372.9469 223.0313
398.0490 232.3711
400.0449 222.0000
353.2775 233.6172
354.6000 229.5469
382.2041 252.4219
378.3674 230.5664
374.1143 236.1641
485.3469 190.0703
497.4980 188.6250
512.6000 186.7734
509.8939 184.2500
492.6735 190.2148
525.6327 183.3047
526.4000 186.7266
484.5551 183.5742
501.3428 254.5117
537.3062 202.4844
244.5102 196.9375
592.1428 207.2969
539.7429 191.3242
505.4449 174.7188
573.1347 175.0469
509.0898 205.9766
568.8000 231.3125
488.4000 245.2617
51.4245 249.7813
540.3184 258.8711
570.3020 258.7188
519.9796 221.3203
523.2408 244.2305
602.2041 228.0781
373.2980 232.1875
369.3224 229.8672
176.3796 235.9375
161.2694 228.2813
420.8490 248.7031
123.1469 245.5664
219.5020 241.2578
540.8490 234.0469
597.5837 241.9531
310.5714 205.3672
310.4898 198.0234
545.1837 213.9063
336.4980 179.8203
286.6939 179.4531
340.7429 166.5938
331.8286 176.1563
590.1224 256.3047
541.1959 242.4883
312.6000 176.9375
569.8286 238.1328
563.3837 244.3047
554.6204 243.5938
295.1224 177.5313
166.0571 255.0313
113.3469 151.3438
288.6000 177.7188
146.3224 168.1484
284.7061 179.9844
132.1143 155.5391
263.1592 178.4023
265.0000 184.5156
269.0612 186.0234
287.5878 182.7734
294.1592 185.2813
300.1224 187.0313
305.0653 189.8750
297.8979 188.9453
414.8000 277.8125
411.6449 272.4063
417.1306 273.8516
411.5143 274.7461
410.9959 272.0859
412.5714 273.9531
410.9020 270.6250
413.9184 266.0898
411.1224 266.9063
408.2857 265.2500
49.0898 223.2031
58.0776 217.1289
49.2041 225.8672
41.4000 229.9023
104.8571 158.2969
102.9184 163.2031
126.6612 159.4219
183.3143 168.7344
426.2571 155.3750
414.1429 177.4141
321.0041 193.8828
231.5714 218.4922
411.2000 184.3750
416.9225 179.2813
375.6694 174.9063
389.4286 172.7734
388.8123 170.7930
387.8286 184.5078
385.4082 181.7813
383.4490 183.5820
386.4898 181.0313
397.0939 172.6523
404.5428 166.6250
246.3306 182.8984
231.7755 183.7500
193.1633 186.8594
237.8735 191.0039
236.7633 183.3477
238.4449 189.6211
452.9796 212.5859
228.4286 188.9141
394.8123 180.7461
395.7224 192.2969
410.7796 179.2969
292.5388 196.5547
443.8531 191.6250
274.8776 187.6406
239.4408 163.7031
425.4286 170.3633
164.0163 165.2734
425.4939 163.9219
423.4653 166.1641
179.3673 152.1563
172.3674 155.4219
422.6000 179.9766
397.5755 181.8125
391.3714 182.6094
363.0000 193.0000
443.8000 176.3984
427.3224 173.0938
480.6776 190.7500
476.0816 187.1719
417.4775 183.2500
416.0327 184.0625
409.4286 196.8594
57.9510 162.6406
329.3674 182.8281
329.5878 180.5508
338.3184 171.5313
201.5755 188.1680
239.7592 200.5508
65.6612 195.3750
366.1714 221.6250
375.9755 230.6758
380.9388 232.7813
379.6531 238.3086
368.7551 240.3516
383.4612 234.3164
374.9918 235.5742
51.9714 187.5547
379.3878 236.5938
433.7878 365.2344
314.1877 236.7344
268.6531 222.5313
20.4204 221.6875
248.9429 241.4102
291.8939 171.0156
304.8857 179.4141
453.1837 218.7695
289.4041 198.8320
293.4694 204.9922
255.8490 213.0469
245.2286 216.1719
36.0735 241.9141
451.1633 227.7031
308.7551 272.3750
301.3428 262.3750
303.6082 262.1797
200.6204 209.7813
223.9184 208.1406
225.7265 208.0469
247.0531 191.5703
237.6857 199.1641
203.9510 213.9219
194.6653 222.6211
343.0694 239.8906
344.2000 240.0313
476.3143 166.0938
334.2571 171.4453
481.3265 155.7969
466.4286 163.2891
465.4286 166.0313
355.2857 171.8047
117.4653 155.1250
194.0367 157.5703
293.1102 161.1758
86.9592 177.8242
270.1429 186.1328
591.5919 212.9063
351.7143 181.1250
297.4204 198.9180
236.9184 190.4063
235.1837 199.6641
156.8122 215.6641
240.5306 209.3438
271.4449 179.2344
570.7184 237.2578
178.0000 168.9141
574.0775 244.5781
570.2000 245.7109
181.9388 193.5469
562.6735 247.5469
210.5918 175.5391
191.2857 191.2070
560.7796 248.6406
162.4000 204.9531
169.8163 197.8125
182.5837 206.1406
568.1061 257.9609
192.7714 208.6797
199.3184 213.7461
199.0163 213.1250
220.9306 212.8750
246.8000 210.6016
239.2408 200.7344
277.7347 183.4375
333.0612 196.5469
373.6122 219.0000
318.4204 202.4063
282.6735 211.7695
283.1755 226.9453
300.5306 218.0313
285.7347 204.3359
267.8612 201.8164
259.4531 198.7695
248.6612 181.3125
231.5061 181.2500
426.0898 288.5000
205.1714 194.2813
201.2367 195.8828
190.9184 201.3359
242.3837 204.8984
329.7061 245.4570
333.1021 252.6016
350.0572 243.1523
309.5469 235.3594
300.6612 234.5469
288.0000 246.4219
416.9265 290.1367
305.0816 240.8320
308.9816 229.3906
331.4490 241.6523
332.3878 228.5234
330.2286 232.2422
336.7959 225.6250
337.7143 227.1953
341.4775 230.7734
330.6367 218.6250
321.2571 227.6836
306.7592 210.9063
297.3265 197.7656
171.2286 184.1250
117.4286 189.4375
381.1714 221.8555
387.0776 242.8984
428.5878 255.5000
126.0857 245.9375
495.8367 231.1016
241.5265 220.8438
522.5102 215.0625
330.0939 218.1875
74.5388 224.0742
159.0000 209.1484
152.8612 214.7500
205.5714 206.9688
207.0571 204.0000
463.7632 194.1836
609.7714 179.3516
469.3959 191.5000
226.8245 204.0352
596.5796 177.0273
232.1265 204.1250
347.0000 204.2930
234.8571 271.3789
171.1184 219.7695
392.7673 192.6523
174.6571 212.3438
391.5878 196.9453
137.9388 216.9531
125.8490 216.8125
128.2653 223.5352
581.1143 193.4531
580.6326 209.0625
556.9755 206.0938
269.1021 198.3594
503.3633 188.6484
452.1388 205.9453
422.0163 187.8984
468.5306 197.8359
460.8286 192.0469
172.7592 204.4375
435.8163 195.8594
203.9143 203.0703
217.7102 218.9688
226.1633 231.8438
168.5510 243.1172
221.3469 254.6172
223.4898 251.0000
83.1143 247.1875
99.4286 263.2227
70.0367 274.2188
56.8163 264.3594
64.3428 271.0625
114.7020 220.4063
589.8204 226.3359
151.5469 219.1758
203.7837 188.3125
262.4490 195.2539
467.3061 207.7109
465.9551 211.5156
493.6571 199.3203
485.2980 199.9375
479.1633 203.1094
484.8776 204.3438
278.1429 184.8711
490.1592 203.1016
484.6000 209.6680
466.6245 217.9531
471.7184 220.6484
473.1143 205.1680
501.3878 202.5430
198.2408 199.5508
497.0653 199.1914
502.0204 201.4063
495.0041 205.8984
492.1551 214.6758
514.9347 216.4844
656.8163 208.2852
657.3837 213.1484
656.3429 212.3125
653.9469 201.6172
651.0000 195.2969
677.2449 197.1211
704.6490 198.9961
690.3265 179.1406
342.1837 213.3594
215.7918 198.7344
330.2857 211.5898
368.1429 173.5156
353.3102 178.7656
492.0939 233.5352
60.5959 262.8125
59.2000 243.6563
53.2204 259.1094
50.8979 254.6836
468.5225 227.8086
75.8000 238.8906
68.7959 235.6016
486.5184 224.6875
101.0857 230.2656
451.5633 230.7148
111.4531 231.5859
101.6286 242.6445
407.5592 206.5391
321.3347 185.4844
338.3265 171.5977
335.3224 178.9375
609.1714 188.7773
610.9183 176.6445
617.6898 182.7500
296.3429 197.5234
319.5061 198.5156
294.6980 204.7344
289.9306 204.6641
333.5714 185.0234
320.1429 196.3906
308.4081 198.5234
492.3143 207.1016
307.2857 195.5703
325.8204 179.5313
326.4653 188.3594
308.6000 196.5781
301.6857 203.6484
293.6286 198.5000
305.4286 196.3008
502.4286 209.5469
491.4000 203.7578
211.5306 229.8359
224.8816 226.6719
458.4000 217.8672
387.1224 213.6016
422.0694 226.1250
368.3429 223.7500
329.0204 231.7031
95.9918 223.1836
400.9592 197.5938
165.0041 213.3281
158.2816 219.8828
159.2939 221.5000
156.6857 218.4375
160.6898 216.7617
168.4000 214.2578
508.1265 188.8750
504.4449 184.0313
166.0408 232.5938
162.8776 231.3281
149.4490 208.7461
147.8735 193.3828
290.6000 154.2461
229.0286 179.3320
50.5510 213.7734
570.7714 180.0781
56.4571 205.8359
553.7061 182.8984
51.5102 206.3281
45.3673 201.2617
32.9184 196.9219
222.6204 209.2852
206.3224 217.6133
449.4000 197.4531
547.8572 189.6250
51.6857 208.5977
50.5674 199.0195
55.7592 206.2891
56.1020 207.6875
241.3878 217.4844
274.8898 156.2539
267.6898 155.2578
325.6449 192.4883
264.6327 152.5469
401.8979 224.2070
452.0245 189.6133
450.6245 192.2813
614.3062 221.6602
83.4408 195.7500
201.9592 269.0938
202.6939 261.7969
274.4653 222.2344
422.7347 184.5625
537.9429 182.2227
528.4653 187.0859
517.1755 177.4453
514.6938 184.5625
545.5388 171.7344
530.6000 166.3594
516.5021 171.3750
519.3673 162.4531
496.8571 165.0664
445.4490 177.0742
479.2816 176.3438
478.6000 173.9336
488.4449 154.0938
587.6674 173.8086
618.7225 183.9219
631.8572 166.2500
366.3184 152.6250
234.6531 155.8750
565.7469 163.4375
585.1959 163.2891
562.2449 154.1211
169.4041 187.7578
198.7429 183.6914
262.2653 171.3516
252.7347 195.6797
253.0490 192.7109
270.3673 187.3125
270.9388 185.9375
246.6898 198.4453
250.4000 204.2500
564.9796 229.3984
226.0939 183.9609
505.9551 196.4531
235.7959 183.1875
259.1510 186.4375
501.0612 206.8281
494.0898 215.2930
104.3428 236.4063
277.3674 180.6875
476.7347 224.9688
449.8000 222.6563
455.0000 212.4102
424.3878 220.7969
431.4408 192.8750
436.0245 221.1953
456.1674 216.8672
274.0408 180.5859
275.0571 170.5625
548.6735 225.3203
522.1021 221.6875
499.7143 209.5898
135.1020 149.1094
205.0816 159.1797
210.2245 157.6875
210.0000 151.0000
176.4367 170.3477
185.0816 164.9922
557.0000 246.7969
194.8408 167.6836
185.8898 145.5313
184.5306 163.3281
186.8653 181.9883
183.2163 235.5781
294.6776 141.8906
316.1429 133.2188
318.2857 134.4219
318.6531 132.1875
282.3878 150.2344
248.2857 148.6523
248.0000 158.7578
264.4531 143.0547
294.2653 131.1641
287.6898 142.6289
256.2327 148.6875
251.0245 165.0977
249.1878 173.9805
255.1837 161.0078
260.2735 159.9063
256.5796 153.7461
252.0163 150.9219
256.3796 148.0664
294.1918 145.8359
344.2000 141.1602
411.6735 199.4453
17.5918 252.2109
58.8775 250.5625
70.3224 227.0391
203.8571 245.1445
183.3714 247.5156
200.0449 259.0625
206.9021 258.0547
203.4286 253.1563
213.1143 263.3125
208.0571 267.2578
186.7714 268.8594
174.3429 268.2578
195.0367 246.8438
198.3265 255.8984
192.6163 254.5625
187.6531 252.0156
182.7837 242.2148
185.5714 240.0625
190.4000 248.7734
193.0286 246.0547
179.3714 244.7813
187.8898 238.7070
198.3714 237.1406
189.1143 255.1953
188.9306 253.6641
186.3510 251.9727
180.5796 258.4336
182.6122 259.1172
181.8041 270.9453
599.2000 178.0781
370.4980 204.6875
424.5714 201.6641
127.2531 232.9375
120.8571 218.5469
361.5225 207.0469
110.6572 222.6016
400.8857 194.0000
403.7347 193.3672
283.2939 266.4258
359.3224 203.4297
361.5918 202.4688
356.1959 201.6172
357.8653 198.6758
101.9714 196.8164
105.5225 189.2578
353.3143 184.0000
355.6613 178.2578
419.7306 203.0664
526.1837 235.5938
547.0000 208.9531
151.7673 309.2891
217.5429 237.1719
493.7429 238.7031
491.0204 229.0156
508.1306 230.0156
544.4286 217.5547
560.6326 207.7930
525.4408 212.5781
527.9470 216.3828
507.7959 219.3281
504.2857 214.8750
510.0816 216.0195
510.3265 215.0234
510.4449 215.9531
514.2857 221.9844
513.7102 219.4648
516.7143 214.2422
522.0530 224.7617
532.2123 226.5938
536.2857 229.3438
156.6123 210.0313
514.1592 238.2227
515.1428 250.2500
133.7755 279.0117
137.3143 272.1523
136.2980 273.6172
289.6000 259.6211
293.6816 261.4609
335.2286 252.4688
237.8694 237.3047
329.5102 232.4570
280.8041 218.4570
268.2000 239.1328
519.1510 242.6875
544.0531 192.3281
525.4163 201.8750
530.0857 203.1250
512.2612 203.2500
506.6163 217.3828
496.8979 202.1250
495.9102 197.3125
476.0939 200.6563
464.4490 209.8125
477.8000 197.3750
495.1225 199.9609
511.4000 188.8203
513.9714 186.1094
509.4000 186.5391
487.1265 197.7227
475.2286 190.2656
475.6082 198.1133
355.3714 188.1250
368.0000 197.8828
249.7429 194.6914
380.4612 194.5234
402.3878 205.4609
236.3469 191.0156
449.2857 230.5469
222.2898 202.4805
209.0816 214.2344
183.2367 202.4492
158.1225 196.4688
131.4816 197.5117
127.9796 201.7891
136.6122 205.0000
477.7347 215.5938
481.7429 215.7188
146.0000 207.0000
483.8776 215.9414
159.4694 198.1289
180.6367 192.9375
190.8286 192.2188
483.0000 213.6484
203.8571 185.9531
202.6449 191.7500
219.1592 202.7734
475.3184 233.5000
199.6041 167.0000
283.1429 159.8906
273.6898 155.9219
384.3469 176.0469
389.5266 177.8047
390.4286 176.9219
375.6327 180.1250
379.2857 173.0313
399.9837 168.5313
195.0327 158.8203
196.4571 160.8789
321.6571 183.1992
313.7551 175.7773
304.7429 175.6406
333.5592 192.5156
341.5919 160.2188
256.4531 167.0938
169.1021 228.6484
470.4980 260.1992
476.1224 256.9180
502.8041 256.8359
500.6490 245.4063
406.2776 153.1875
317.6000 222.6328
372.5020 205.0430
370.9714 170.0547
351.5714 203.0625
511.3959 260.3125
518.5021 257.2109
503.2041 248.7500
440.4286 225.0000
378.9469 203.2305
368.1510 218.4336
369.2163 217.0781
304.9592 216.6523
274.1837 212.3945
232.7551 217.8750
203.1429 222.2969
655.9224 257.2383
198.4898 225.2734
196.8979 224.5000
190.2449 224.3906
195.5061 212.5469
196.1959 215.3438
193.2653 209.2813
189.8776 207.1953
166.8000 210.1523
162.7551 211.3555
157.1388 214.4258
623.2000 233.9844
153.7184 212.1094
140.2245 207.2852
143.1959 216.2969
174.6286 200.0938
161.0612 203.0938
165.3755 202.0469
182.9796 257.5000
170.2612 262.6953
171.6000 256.0625
119.0857 278.8711
99.6939 280.0977
89.0531 288.5391
134.2041 271.7656
142.8000 217.6250
139.0000 216.7500
134.9184 212.8125
128.5306 220.8125
123.3020 223.7813
106.5224 217.3828
107.3428 220.3203
133.6000 218.5391
330.8367 201.4688
330.2490 198.9375
332.3388 194.6563
339.2367 202.2930
332.6612 188.5938
330.3061 185.1016
330.1429 187.7813
333.0816 187.9766
164.8000 193.7188
247.0408 188.1563
434.6000 209.4375
442.3714 208.3828
437.6000 208.1680
442.4163 193.7969
441.4204 198.9688
452.0612 187.0313
486.9470 179.6875
408.5673 199.6094
401.8449 193.1680
397.9714 197.8125
393.5714 196.2344
373.2898 203.4375
373.8163 201.0742
368.3224 204.8555
363.5306 195.2148
371.6939 189.8164
370.8531 198.5000
370.2408 197.9688
372.3265 198.1016
371.1429 209.3789
372.0735 215.0313
397.8612 189.1875
400.3469 199.3750
389.3510 190.2500
394.2979 193.2266
388.5143 183.8516
389.0204 180.4570
382.9388 199.8438
387.2694 189.2109
387.7469 190.8359
378.9877 195.4336
387.3347 188.7109
394.5102 183.9219
398.4449 181.7109
392.5510 192.8594
379.0653 201.8828
370.3510 193.5938
374.9388 189.3789
378.8000 184.4688
369.7265 196.7227
372.2000 195.1563
372.8531 199.1172
374.6531 191.6328
375.4653 189.3828
395.4000 183.5234
392.5102 180.9063
403.8979 182.9141
389.6653 198.0078
396.8000 184.1602
411.0898 176.6406
353.2939 169.3750
450.9388 169.8750
481.2816 173.2930
479.2082 192.1328
185.3469 184.2852
153.2653 171.9766
156.9510 175.0156
129.7633 169.8750
103.8694 168.1094
115.1714 160.6094
143.4245 154.4766
138.3265 156.0586
147.3061 153.5430
128.9102 159.5703
110.4449 165.4258
120.8163 153.0938
160.4041 158.7500
168.1429 146.1406
174.2980 153.3828
181.2245 152.6250
163.4735 161.6250
149.4857 166.5156
166.4490 159.3516
292.0735 205.1016
255.4367 224.3438
280.6694 240.5000
293.2082 236.2500
273.6245 232.8906
221.6000 233.9531
221.8245 238.5469
625.6776 193.0000
535.5837 208.6250
541.8572 202.2617
543.2898 204.0625
534.8367 202.9531
550.2898 193.1875
561.0775 193.9648
563.1674 191.6875
561.1877 196.3242
557.0612 194.5039
198.2735 212.9844
199.8653 214.4688
198.0000 219.5625
189.8653 219.3125
212.7347 213.6875
535.3224 196.6758
209.9633 219.5078
545.9102 175.2656
556.0653 178.0781
557.7551 178.0781
94.9755 272.3203
568.0857 183.3594
568.4490 179.2461
579.6122 181.4883
551.9102 175.2813
521.7266 174.5469
480.0490 183.7813
463.2612 175.1250
469.0816 171.6250
470.1388 159.6758
471.2000 159.5625
452.4367 164.7891
412.3265 169.5469
406.5592 179.8281
428.8857 175.6875
412.2204 187.9609
339.6122 190.0000
334.1265 189.1602
666.0939 156.8125
664.6000 153.5625
556.4898 139.5664
534.6816 156.2500
539.2816 145.6641
556.8939 141.5820
565.2857 142.9688
565.7632 145.8750
574.1428 148.2656
585.7918 155.0625
579.3347 158.8203
590.0490 166.6133
503.8979 171.2969
198.6327 232.8359
229.9959 238.3281
592.1143 173.5625
591.1143 188.2266
183.3592 244.7383
604.8245 193.8750
611.3347 189.9883
592.4286 203.3750
570.6041 193.6953
646.2653 199.7305
94.7633 280.4688
612.5265 209.8008
615.3715 207.0703
637.4449 203.4063
603.5510 217.0781
674.4572 194.9727
631.6367 205.5000
