Right Wrist
375.7714 296.5625
351.0000 325.0000
431.4000 318.5859
341.7878 319.6719
457.0204 335.8750
465.8449 325.7578
411.2408 344.1875
413.7388 342.5469
422.8571 346.7656
65.6449 239.7891
329.3674 243.4375
324.0367 244.6680
355.2327 214.9844
200.1633 306.6211
221.1469 405.5117
85.7306 277.6406
356.2286 355.7813
372.6857 324.4141
380.9388 306.2813
371.2857 363.9922
354.9102 345.9102
361.8653 314.0039
379.8041 298.1875
93.5469 380.7969
384.2245 312.2344
331.6816 418.7578
502.0367 294.0742
245.9877 411.7891
36.9429 411.4375
246.8245 432.3086
255.7429 109.1641
232.4449 57.8438
451.6286 393.3320
251.3306 399.3164
248.4898 400.3906
234.2571 403.4844
233.6776 408.4336
82.1388 418.1172
474.6735 400.2656
437.3265 379.3125
444.3306 385.8125
443.7796 384.1406
198.5225 377.9063
215.4775 404.6758
215.8653 346.2969
219.8204 395.8281
221.0980 414.8828
195.1021 397.7539
187.8408 395.0313
353.4122 325.7578
345.6000 301.5625
464.9510 313.9688
383.8000 232.6406
464.0204 305.3867
452.8367 306.9023
452.5714 294.7031
390.4286 267.5781
172.8245 318.0547
142.7837 339.8320
358.5388 323.9609
111.2163 332.2383
261.1143 414.1719
608.4898 333.8438
379.8286 368.6250
333.0857 396.8320
255.8980 381.0313
250.9796 345.5625
293.9673 297.1836
352.5633 352.3125
182.4326 232.3906
605.9265 378.2734
130.0000 271.8047
603.0571 381.4766
607.4000 380.0234
142.7551 283.7500
604.4286 380.4375
159.8490 289.9727
148.4286 297.5273
601.5919 387.3281
139.0082 326.3008
139.5306 291.0352
161.2775 304.2500
601.3674 400.3672
176.3143 307.4922
186.2408 314.1914
188.7592 326.2188
218.7959 321.6484
275.4000 314.3320
312.9184 305.9336
360.7143 305.9375
389.8776 331.8516
413.1265 333.8516
390.6980 362.5313
325.5306 367.0352
324.5633 349.0938
409.2000 329.0000
343.9225 374.9883
331.4694 374.7969
332.7755 370.3789
333.5061 365.9180
311.5388 364.7656
462.8612 365.5000
293.8857 370.1953
281.0898 344.8086
296.2653 370.2617
314.5306 375.5625
484.5796 359.9453
484.4490 326.2930
520.8000 339.9063
375.0082 372.2813
349.7592 400.9063
368.0000 340.6055
474.7878 382.3750
423.8571 325.9922
379.4204 378.1641
417.9796 302.3555
411.4163 266.1797
410.5714 266.1172
417.1224 268.7656
422.0204 264.7734
420.4980 262.4609
409.3306 269.8125
397.5184 272.2266
396.6245 267.8828
463.9877 262.1797
236.8286 317.7188
112.2857 362.1719
375.2571 383.6133
385.2898 400.3359
415.4734 413.0000
134.9265 326.9336
472.3755 379.8359
247.5674 299.3008
508.7959 378.1445
338.0775 300.7734
70.3265 404.9766
147.9796 386.0234
145.9020 398.3125
187.0000 381.7500
156.7551 378.3750
463.7632 250.6094
621.6000 369.1016
474.2776 241.4688
224.7306 348.7734
577.5184 341.3008
225.2286 354.0000
453.2000 315.9414
290.5714 395.6953
182.8000 356.2148
403.6816 273.6992
172.6939 351.8477
401.8000 265.2266
131.8775 348.7305
131.4000 346.6094
128.2653 355.5273
567.1061 335.5195
573.1551 388.3125
562.3143 361.0625
273.9388 261.4297
490.9918 349.6758
425.2898 357.0781
424.1551 350.8828
475.5673 284.1602
462.4857 295.2188
164.4653 370.6875
421.4490 296.4844
218.6000 406.9219
254.9020 429.3438
263.2163 473.7891
186.3469 484.0078
310.5469 463.9531
288.5918 460.2500
292.6000 311.9844
322.0408 355.9180
290.2490 405.1406
278.4163 375.1836
294.2653 352.5469
169.7878 429.0938
567.4612 326.2500
198.5102 411.4805
270.0530 381.4375
272.5714 402.0430
460.5143 304.5664
465.9551 310.8438
476.7429 307.4961
469.6898 293.6875
458.3469 301.1484
466.1021 309.7813
292.0000 398.7617
467.9224 290.3086
458.6571 302.4414
453.9673 320.8203
459.2327 322.4023
454.8571 317.5391
462.8163 307.4141
228.1184 413.1328
444.2735 306.8203
461.7347 291.7344
461.9673 324.3672
464.3837 331.9844
483.5020 314.6172
636.6122 298.5781
623.1061 297.9688
635.3143 298.9375
638.3387 299.4688
646.7755 281.3164
663.1918 286.5352
688.7061 284.2500
712.5878 229.7500
313.5306 376.6797
199.4939 283.3438
280.0000 332.8047
260.2571 274.2773
383.4939 323.8906
397.8408 321.7188
34.2776 418.6172
28.8000 418.6523
20.2816 419.6523
17.7878 416.4727
383.2327 305.1797
149.5633 238.8906
20.3061 396.7148
414.0857 325.7188
166.0571 349.3750
436.4653 337.9648
169.7837 395.3906
103.4816 418.9141
385.9673 293.1016
297.6408 295.9531
311.2898 295.0703
297.3510 302.1875
584.7429 222.9844
582.9020 218.6914
586.8245 220.1250
268.9143 331.2617
311.5714 356.9531
290.3388 366.0313
291.4041 374.4688
305.2857 354.6172
316.1633 374.3594
312.1061 379.9766
474.6980 354.8477
307.2857 367.5352
319.9755 352.9180
313.9020 362.1875
315.0000 379.1563
313.1714 378.1836
313.3429 373.0625
313.4898 376.9883
486.7061 343.9961
487.2857 304.9297
307.0408 407.9219
303.0857 402.8047
456.4980 375.7617
445.6367 326.4531
501.9551 334.7813
347.8612 405.2344
325.1674 372.5703
148.6204 319.7344
294.5510 321.8164
203.9837 317.7539
186.3510 293.4609
206.0612 295.7500
195.4776 290.3125
199.6163 294.7227
186.6000 296.9961
449.8041 264.9648
481.5959 275.4375
185.4082 333.7969
186.4041 340.5000
117.2653 333.9102
136.2163 286.5703
287.8000 232.7773
251.6572 305.7422
72.7306 345.2148
567.2571 278.5156
82.9061 345.0117
556.2531 277.1328
77.5918 339.2969
69.4286 336.1211
65.8775 330.4688
242.1959 340.8086
217.8571 342.7891
438.2000 334.8828
539.9714 289.3750
33.0082 333.3203
30.4735 331.0781
33.6694 331.0156
37.5306 331.2031
258.7347 368.3750
286.0735 272.0352
259.5755 299.1172
327.6000 333.3945
259.6122 299.6719
443.8163 301.6445
463.0939 311.5586
441.0123 298.1992
602.5919 360.7500
-7.2449 223.8828
131.4286 343.2500
186.5796 312.5859
264.5469 398.8438
463.8163 246.8672
523.0857 290.8672
511.6898 301.3047
495.4041 292.7813
491.1837 301.9844
527.4490 292.9453
517.4572 287.8281
500.4122 293.0313
510.3878 295.4219
467.5428 293.7500
409.9796 306.1367
424.7143 287.4297
423.0571 286.4922
458.8204 238.2578
605.9836 247.0508
607.4163 213.2734
599.3837 211.2500
356.6531 250.7109
230.6980 250.9375
533.5184 218.5625
579.8572 246.1172
564.8082 232.0391
162.4980 288.0117
207.5429 275.2266
233.0816 280.0977
240.6531 325.2500
240.3918 319.3125
221.3265 327.4766
222.2367 322.1641
217.3633 364.7930
218.8571 369.6250
542.3020 373.3828
209.6694 370.9375
440.8123 116.1641
235.7959 375.8438
256.9020 366.7500
450.8653 183.6250
471.4122 374.4336
117.7429 278.6875
275.5633 370.1797
467.3469 380.1719
436.1592 375.5000
433.5714 373.5234
417.2245 366.6250
431.4408 345.1602
433.8490 334.7422
446.0041 357.2930
271.9959 367.2070
267.3184 370.1250
541.8367 360.2852
551.5714 348.8516
528.0000 326.0820
161.1225 282.6563
215.5306 292.6563
224.3061 287.0625
258.8163 287.8750
202.0939 322.4063
208.5918 304.4961
527.0000 325.1016
196.5918 311.5039
192.6857 164.5625
191.3265 263.9219
196.7510 220.0625
239.7061 283.5234
292.2531 255.7188
281.9796 250.5586
283.3143 247.2500
285.1837 249.2188
265.7755 288.1563
248.2857 283.5938
232.2857 306.7344
249.2286 283.2109
256.0612 263.1211
289.2082 271.7891
257.6571 296.9688
259.8898 305.7422
277.7265 253.6875
247.4082 308.7031
247.0857 305.3125
247.4694 296.5820
243.2245 300.3359
253.6776 300.3516
275.7755 298.2031
328.7551 286.1797
497.9265 309.7734
90.7347 430.1797
0.0612 430.1016
-4.4857 307.2031
262.4490 328.2656
262.8082 342.0469
283.9347 351.7813
294.1592 361.7656
295.2653 363.4766
295.4000 354.7188
292.2857 372.5313
282.0775 362.4570
281.6898 360.6406
272.2776 383.4609
273.8980 381.1875
274.7388 384.2539
273.9796 378.8594
268.6612 362.7461
278.3265 339.0625
304.5714 359.0703
311.5428 368.6094
314.4653 379.8281
302.9265 364.9531
265.1143 295.6563
266.0857 271.7188
274.8082 262.2578
274.6327 266.3828
265.7061 258.4336
265.0449 261.0000
109.4776 366.8008
606.2531 277.6875
320.9061 323.9844
326.2857 320.6953
210.5674 365.8906
212.9388 368.4531
320.1837 313.8516
231.1143 349.3008
314.9143 320.5625
312.8367 321.9922
300.9673 422.1445
332.4081 332.4570
331.0612 317.4688
328.8245 303.3828
331.0490 306.2539
185.6286 221.2617
191.5388 237.5938
372.7878 277.0000
373.5225 276.7422
366.8408 269.6406
408.6653 291.4844
415.6122 258.7969
236.4408 422.2578
256.6449 388.1641
488.6572 396.6094
491.0204 392.8906
494.8735 387.5859
507.4000 359.0938
511.8163 361.0742
525.4408 386.5234
531.1143 389.2500
518.4694 367.0313
516.1510 366.7109
542.3674 359.1523
538.6980 359.6406
537.5306 359.0391
525.1429 354.7070
527.7510 359.6992
538.2000 347.6602
546.1510 345.3477
532.2123 328.3125
540.9388 331.9531
145.2857 343.9336
583.4653 349.4102
589.4286 339.5000
148.7143 423.7852
130.2857 457.6172
172.9102 451.8398
253.4857 460.9141
258.6531 409.1914
320.1755 418.1563
231.9429 385.5469
346.2612 375.9297
270.0082 371.8281
270.0898 381.2227
611.7143 393.8594
505.7510 350.3750
500.0286 331.7656
501.9143 325.6875
501.0939 316.6719
501.1388 359.9766
494.4490 344.4063
494.2122 340.0469
469.2122 333.8750
462.2653 341.0625
466.4327 336.5313
492.7633 337.0313
494.6571 339.6758
500.3551 332.2422
483.9877 334.7891
480.1224 342.7930
465.8571 345.4688
466.8408 338.8633
359.3143 264.2500
364.5102 249.1016
258.8000 247.7031
403.1510 229.1563
444.3061 274.8320
249.0000 264.4219
558.8572 295.6250
266.5428 292.9531
260.0204 294.6328
230.5837 291.4922
201.2245 288.6328
177.8082 290.2852
178.4898 294.8672
198.4857 297.0000
480.3021 403.2266
481.7429 387.9844
202.0000 295.0000
438.9796 393.6797
216.7755 287.9063
238.9673 283.3125
242.4041 278.1758
486.7959 369.6406
248.9184 276.1406
259.8286 283.2500
284.0816 305.3516
463.3347 380.5000
203.3510 243.2500
314.0000 220.3438
300.3347 218.0469
379.6939 214.4609
387.2735 167.7148
389.3143 170.2656
385.1021 222.5938
379.2857 222.2461
392.6857 231.9063
228.4041 214.8164
226.5714 217.5039
330.6531 282.3711
324.1633 300.6992
234.8204 211.5625
365.7143 363.3984
325.1429 150.0938
263.5878 256.3516
142.6122 383.1484
373.3224 331.1563
408.8571 313.7656
421.8490 325.7422
428.8571 335.7500
388.6204 365.4844
276.1143 375.4570
335.0163 390.2109
310.5143 391.2109
276.1429 340.2500
454.8367 340.7500
457.7184 321.6172
449.9388 295.0625
470.4286 345.0938
395.9429 330.8477
384.5428 351.7344
381.9102 346.1719
391.3878 244.6797
296.7551 331.7773
239.4898 345.0000
210.0000 354.6094
684.8939 375.4688
210.0041 353.8516
201.3878 348.9414
197.2653 354.4688
193.5796 351.4844
190.4612 354.9766
185.9347 343.3047
184.0612 342.2266
161.4490 345.8242
163.9020 352.1328
157.1388 367.3945
593.6653 320.9375
161.8041 351.5430
147.3265 379.6875
144.3429 357.5547
164.9143 386.8438
166.8163 395.2813
165.3755 409.7383
176.7469 421.9805
201.6694 516.5117
154.2000 418.0547
134.8327 523.3594
123.8490 524.2109
126.4735 541.2422
159.5102 551.0625
133.0286 304.3281
132.0612 305.7500
133.6245 307.1992
130.0408 313.2656
131.2408 330.3008
125.4694 308.6836
94.0857 398.7734
107.2000 414.7578
338.5102 316.5469
326.3469 310.2656
330.4734 314.1563
322.1918 304.5977
314.2122 304.7500
311.9388 309.9453
317.1429 316.3477
313.4898 315.4375
197.8000 321.5000
283.8490 286.4063
475.1714 172.8750
426.9061 377.2031
425.3755 379.6133
446.4898 287.4141
452.4898 270.8750
437.8245 279.6563
457.2449 262.5000
384.8000 326.5469
389.6408 327.8750
390.9429 326.7188
385.0122 347.7813
345.5428 342.6563
306.0041 360.4844
300.3878 367.3047
325.8735 324.7773
320.5102 338.2734
323.7347 327.1875
324.7878 345.8438
315.3878 350.8086
341.0612 346.2930
342.8000 350.8984
362.6286 314.2500
346.0204 313.2969
349.5714 324.3750
347.0449 315.7734
340.6857 307.9922
344.9388 290.9258
344.4531 296.9414
348.5265 297.3750
368.3510 294.7773
367.8367 301.5664
358.8857 305.6250
389.2204 298.6875
384.2408 298.6250
387.4000 334.8711
329.7592 355.1875
339.0041 327.5938
359.0817 321.0117
344.3918 322.2813
349.2531 331.5781
351.8571 314.8594
337.0898 320.4609
324.5633 324.7813
326.4367 315.7344
330.2571 316.0938
324.4286 323.0938
336.4286 309.1328
332.3551 319.1016
338.3918 314.7578
372.9184 283.2813
423.6939 290.1250
444.2612 203.3125
460.4490 336.2227
420.6245 338.0117
188.0408 250.3203
151.8735 241.7031
155.4122 247.3516
122.8449 250.0781
98.0571 258.2031
105.6571 257.1250
132.8776 256.1406
134.4898 250.0391
135.8490 250.5703
112.0123 257.8984
110.4449 262.7695
109.6735 258.2813
159.1551 251.2500
188.2000 240.0234
187.5878 254.8906
201.4286 257.2734
190.6571 266.7500
181.2245 263.6250
172.4898 261.8828
324.4898 227.1914
349.6735 344.1992
371.1673 346.8125
378.3347 340.8750
372.4000 349.7383
294.6286 379.9219
301.3918 379.0898
587.7061 205.6875
446.9837 340.9375
451.0490 346.3203
440.2122 339.0625
443.4081 336.4297
448.4898 297.2891
470.8694 303.2148
549.6816 284.1250
482.7102 325.0742
454.0000 219.3008
266.6980 358.4531
270.6898 362.1250
274.4286 355.1875
272.4939 349.2500
214.7020 371.1875
499.0122 292.3242
266.8449 375.3750
543.6898 244.0469
552.6613 240.3828
556.6326 241.9805
96.5959 338.7852
546.6449 238.7031
524.9224 253.5703
545.3347 260.4727
546.5551 251.4297
518.0164 247.3750
463.8367 275.6875
403.5551 241.5000
405.0898 237.2500
455.1877 272.5664
458.2694 270.8906
439.4694 282.9844
408.9796 294.9375
409.5061 282.9141
418.7714 280.3125
394.0163 315.6563
312.0204 330.2500
312.7714 329.0234
691.1346 316.9375
694.2816 312.0625
583.1796 269.2578
508.4775 279.6250
560.9307 284.6250
528.9673 283.9883
585.4653 284.0625
575.4939 309.1875
569.2204 294.2813
546.8694 311.0625
540.4694 327.9609
570.8245 303.3438
491.6531 369.8438
160.1837 386.8984
202.3714 402.2383
586.6898 365.2734
583.5021 357.7617
183.3592 414.6797
604.8245 361.5703
547.5551 408.6641
569.6857 349.6250
572.5347 361.9180
581.0408 355.0859
94.7633 483.3203
537.7673 389.3125
514.8000 406.1133
567.2816 402.6250
510.5306 410.3750
616.3020 396.4180
549.6449 406.2500
558.9878 369.4258
675.5428 384.1953
571.9429 386.0117
686.2041 348.3867
705.1877 388.8906
697.0694 398.6406
703.5510 385.5078
655.7347 322.5469
674.3878 298.1719
277.6898 351.6953
506.2286 273.4102
479.9837 215.7656
70.4163 348.9258
62.4082 354.2500
543.0612 268.2031
564.5102 234.6133
264.7306 284.1641
551.2735 235.3750
550.4286 236.6563
282.0775 291.0781
542.7551 239.2813
276.5919 302.1016
549.0612 233.5586
544.6735 244.3516
291.7184 294.6250
530.7551 243.5273
525.3755 238.1250
516.4286 248.3828
495.9061 259.6367
498.2286 283.5313
406.4449 311.8672
366.1551 343.7070
533.8448 273.3828
556.1388 280.3281
397.6000 344.0078
534.5755 302.3828
443.0000 346.4766
422.0816 341.2891
549.4490 274.1563
569.2612 305.4883
560.2816 306.9648
549.0204 314.0156
548.7551 318.3750
544.0653 334.9219
543.4000 330.5000
545.8245 328.5000
552.4082 328.9375
553.0000 321.7813
302.5837 406.1289
290.1102 400.0781
291.5347 410.3750
288.6204 410.5313
259.9592 405.2891
539.5469 332.2539
538.8448 324.9063
540.3021 334.3438
543.8367 348.2813
527.9306 359.8633
576.3062 356.0938
596.2245 348.2656
599.7184 352.6719
651.0204 367.7969
640.5714 380.0469
657.8449 361.5273
441.9265 437.6406
491.4081 410.7969
215.5919 314.2813
264.3224 413.4492
246.4898 320.0313
235.8163 330.1094
435.9592 382.0273
421.2571 372.6250
223.0204 326.9375
238.9184 318.8281
252.4000 371.1484
261.4286 385.8164
243.2776 378.3945
239.9919 381.8984
406.6857 415.2500
429.3878 392.4063
427.9306 410.3828
251.8694 386.8320
254.0816 373.4961
231.2367 329.7422
165.4898 295.0547
203.0816 318.5000
413.1510 392.4688
381.1633 327.5781
377.0530 293.6016
204.0571 387.6563
210.8980 406.6602
235.0000 394.3438
241.9837 374.0391
237.9592 317.3945
236.8775 275.6328
215.0000 254.1992
473.4367 391.2109
217.3714 297.7344
223.6531 271.3164
217.6122 273.3555
239.0245 286.6250
242.0000 275.0000
237.6000 285.8516
343.5714 168.7188
335.0490 181.0039
381.6408 332.7813
446.2571 313.1875
122.4082 294.2500
543.5632 354.0000
126.2776 289.2773
132.5428 284.4844
143.2408 319.9805
157.7755 366.8750
169.4939 381.3047
126.0653 373.1563
64.2041 313.5625
61.8857 318.4492
62.0612 309.8906
631.8000 276.7656
75.4041 295.9688
98.2000 349.2422
121.2653 346.3164
189.4490 355.8906
212.3959 361.2109
222.7143 366.8672
240.6571 374.9219
261.4000 375.4219
313.8939 371.0469
286.4653 285.6758
290.6286 295.2617
295.3061 285.9648
292.5714 304.6133
310.1796 311.3203
303.3959 286.8203
298.3959 321.6563
277.0857 333.3789
278.8245 336.1641
257.5224 334.1563
247.4857 308.7969
230.1429 305.5547
199.2122 265.8047
177.5674 275.0039
146.8980 215.8594
83.0000 305.5703
103.2775 303.7266
98.3510 299.0742
222.2694 298.4375
344.9428 347.5313
282.1510 347.5000
270.4612 382.0117
283.6286 382.8633
301.4286 388.1016
308.1429 397.6250
300.0694 387.0195
219.3469 342.5469
231.8980 356.9961
237.5184 354.3555
246.1878 355.1563
252.9061 353.7422
256.0000 353.0078
252.4612 345.2500
250.5306 355.0234
252.0898 359.3750
346.6694 296.7383
348.5306 297.5859
254.7878 338.7969
254.1429 340.4688
272.6857 368.0703
288.8817 373.1211
233.8367 329.7813
212.3673 309.5625
175.5714 269.8359
178.3265 270.7578
102.9061 260.8711
436.0000 374.6758
397.1959 210.3125
360.1429 236.2500
375.0898 241.0625
360.2612 227.5703
358.6286 228.8906
276.5633 398.7852
279.1061 390.8516
284.7143 392.0156
285.0816 379.8125
290.4980 371.4922
366.6776 238.2500
369.6531 244.2188
357.4286 241.8750
364.9306 240.8125
366.0204 239.7422
385.1551 215.2500
383.1837 214.9375
372.9102 219.3750
368.6204 236.9688
387.2694 211.6484
278.9061 414.2500
345.5714 268.9063
318.0204 279.4141
395.7429 224.8281
343.5265 202.7422
266.8490 221.8516
347.7347 263.8672
376.3878 275.8789
126.2082 364.6250
313.3510 259.8828
283.5225 259.3750
192.3959 271.9375
200.0694 268.8516
182.3878 245.6172
154.9592 266.1328
177.0449 265.4961
179.2939 266.8789
192.3347 295.7930
207.2694 297.2773
208.4286 297.2109
205.2857 306.5313
343.1224 338.3047
232.9020 375.8750
362.7143 340.0938
342.4857 333.1797
351.8163 330.7031
300.9306 288.9844
629.8449 215.5547
389.3796 233.9453
397.4694 251.4531
269.1021 265.5703
288.4245 233.5313
335.7020 204.5742
339.0000 195.7188
357.7510 183.6563
341.6572 185.6641
338.5714 205.8945
349.9388 216.5664
284.2041 307.6875
276.8571 290.7969
281.6939 286.9023
294.4408 204.0000
293.2245 206.5625
285.4694 310.3125
321.4082 305.5625
367.4041 311.8203
408.4694 274.1094
402.4490 277.9570
379.3673 299.1328
312.6286 327.8945
311.8939 301.6875
297.3755 370.3047
235.4041 306.9922
330.9796 258.4219
333.9143 261.5859
218.1429 365.8594
154.9388 356.6602
152.3020 319.9609
134.2776 277.3633
103.0612 288.4844
57.3306 309.0000
31.8041 315.6016
18.3429 349.6328
10.0490 321.4805
48.4163 260.3516
50.1020 218.5977
196.0980 343.1250
287.1674 263.3438
277.4286 334.1875
231.7388 348.4805
237.4286 303.0234
262.6000 287.5703
264.2653 305.6328
237.0612 304.3789
231.3918 304.3281
236.8245 300.6094
248.3755 294.6484
222.5918 302.1797
213.9184 302.2813
213.2449 299.5625
214.0000 300.0000
221.6857 294.6953
245.5510 282.5352
257.2857 278.5000
239.0327 277.0625
214.0000 283.0000
180.9469 268.3281
76.6204 268.8438
78.2367 277.5703
80.7102 276.3398
91.6122 274.9727
101.4735 282.4453
98.2041 289.7109
108.8082 291.8984
109.9388 295.7539
128.8531 303.3672
161.5347 306.9766
198.5102 296.3477
225.7959 307.0234
237.1143 309.5703
222.8245 335.3828
304.9714 301.9023
309.8857 279.0625
304.6735 287.5313
285.2775 282.0313
270.2979 286.2500
298.1429 242.1875
303.9388 229.3828
298.2122 281.0313
277.5755 281.3828
381.1551 348.8066
428.8735 315.6250
309.3918 413.6875
507.7347 339.7500
260.7184 415.5703
325.8816 437.6758
587.2858 365.2500
586.4694 381.2891
588.7959 402.0469
596.2000 404.7188
592.3837 399.2188
257.6367 428.7344
202.9592 426.3242
132.0980 386.8711
313.6000 301.2578
308.9551 349.7344
217.9429 366.8750
162.4898 409.7422
164.3061 429.0469
166.5714 453.1016
199.9061 438.7422
218.2000 429.8906
238.0367 413.8047
147.1633 479.0508
468.6531 403.0938
116.1143 446.1094
156.7673 467.9258
472.3143 376.1563
372.1918 484.5625
231.7878 407.0469
261.2979 370.5039
281.5429 376.9844
507.2082 414.9453
442.9184 357.9688
339.9878 256.2383
284.0123 398.3438
278.4082 396.5156
263.6735 397.6250
525.4041 417.3945
265.6041 403.5938
519.8776 420.9063
550.1592 430.5000
546.8449 427.0859
356.6531 383.0078
357.6571 385.1680
357.2735 381.3633
358.8000 386.4063
358.3837 382.3750
358.9837 381.9141
356.6571 362.1563
369.6776 372.2344
371.4612 373.7031
362.4081 312.9531
73.9592 396.0117
147.0286 374.6250
380.3265 317.8125
208.0286 334.5703
265.7674 313.1094
297.8939 309.7500
306.4653 304.7813
309.5755 306.1836
287.3837 290.0469
304.7265 323.4531
283.6857 320.6367
560.6735 302.4609
470.4000 324.1289
528.7102 295.3047
500.3102 320.7500
571.7429 292.7695
138.4286 238.9141
159.0041 226.0938
533.2490 293.1836
164.8000 219.1797
161.6367 239.3164
546.7143 327.4375
181.9796 198.9453
173.4286 219.0703
168.0612 185.2852
161.1429 182.6641
552.7143 283.0000
558.8735 327.4961
492.5959 371.2500
226.9225 210.8750
507.0408 365.4297
519.1877 366.6094
518.4041 364.1250
589.0286 359.0000
586.4000 359.1680
177.7347 268.7969
363.9306 337.0313
398.4490 312.7148
422.0000 288.6484
435.9551 293.9453
259.9551 373.3594
554.6694 292.2813
238.8449 381.0078
547.4082 300.1563
536.9878 298.5820
551.7755 293.5625
544.3143 293.7188
531.1347 291.3906
511.0531 294.3555
507.1837 289.8164
493.3755 287.6328
479.5306 292.0742
459.0000 293.2930
426.0245 292.8008
420.7755 285.7773
414.8286 278.6211
372.8326 398.5859
376.7918 401.5781
316.2857 408.3242
386.2571 276.9609
393.3673 311.7773
391.6122 328.6250
382.0775 344.0469
372.0367 365.8594
353.9184 379.4531
337.7633 391.7930
539.3306 264.2969
606.0082 262.3242
520.3062 267.3047
527.0694 288.9492
522.4612 298.4297
347.2000 315.9766
270.7551 295.6094
309.7469 247.4063
332.5306 232.3438
249.2653 279.4531
323.2776 293.6211
352.0041 162.6875
74.4898 231.3438
402.8000 247.5078
382.1510 378.6484
411.2286 367.2188
362.3347 407.2500
348.7674 415.5078
332.2776 403.7695
381.8041 380.0859
301.5510 322.1406
262.9143 316.4961
279.0245 341.5000
283.6939 338.1523
271.6531 338.3164
271.8776 319.1641
412.7143 257.6406
399.8571 252.4609
312.4286 262.4531
353.8776 263.1523
427.4000 264.1953
368.3918 277.5938
300.1633 328.0859
649.0857 399.9375
432.9878 271.7344
558.6735 257.6250
190.5102 298.7578
426.9755 280.6641
426.6980 276.5000
198.2857 306.6406
550.9224 255.8750
563.6857 266.0313
400.2898 287.6875
385.0571 310.3594
499.8286 369.2500
515.6857 359.1563
509.2082 357.0977
501.4735 359.0586
596.6653 371.3750
496.3633 358.7539
51.9224 381.3359
495.3714 360.1563
50.3061 375.3438
47.6857 368.0938
390.1510 338.4063
41.2857 369.6953
393.7755 341.7344
276.2041 389.7500
273.0245 410.4922
261.7837 432.9102
277.9225 439.2578
344.6000 421.7813
11.1020 339.6250
505.3265 254.3477
340.6980 273.9375
347.6041 293.4219
511.9796 296.5625
522.2081 322.1875
496.2000 327.2031
498.7551 330.4336
196.6000 235.1758
162.8776 240.3984
138.4735 249.3125
237.4245 242.9688
141.8041 253.1250
296.0000 274.7031
94.4898 269.5391
96.0000 264.9375
96.5510 271.6719
236.1225 273.6250
277.1224 268.0234
319.8163 258.6758
117.2653 493.3477
122.8775 499.8438
158.2612 289.8633
106.0286 303.6094
197.5347 280.2422
237.6980 284.2656
120.8939 285.8281
97.5265 287.8750
120.8612 429.2188
390.8939 356.7031
142.0612 386.7500
335.6041 314.6797
309.5428 322.2969
318.2000 294.3828
310.1429 315.3750
382.2694 317.6719
463.7551 297.3281
285.9837 251.6406
233.4082 267.1289
202.2163 325.7930
77.0123 360.8789
57.4082 418.1523
179.1429 435.5352
200.0000 440.4883
158.7510 418.5000
555.3878 321.4375
456.2449 357.1641
365.2041 349.5938
194.2163 529.1914
410.0367 382.5313
402.5306 376.0000
329.0571 345.6406
358.5714 351.7031
375.7184 375.7813
400.0000 392.2305
400.2041 390.3828
409.3878 324.4336
246.5224 343.2500
251.9837 336.7500
270.6857 336.1797
425.5184 327.7656
432.0530 351.9688
276.0653 338.1875
428.8449 363.4219
435.6571 378.1484
287.1837 355.1094
443.3428 355.0898
442.1388 375.4375
296.3674 376.9102
306.6000 369.2109
311.3469 372.8398
328.6857 371.5820
325.7429 372.9375
469.6694 381.1992
312.6041 373.2266
296.4408 400.7617
293.8816 402.1563
501.4898 390.7500
307.9714 368.5547
289.5551 393.4688
266.7102 417.4063
512.4857 411.5000
292.3021 393.0547
271.0612 407.0000
272.8000 402.3945
284.4286 398.7539
290.1306 401.5781
506.4898 410.2031
509.5837 423.3672
344.6041 405.6406
356.7959 430.0000
326.3020 434.9688
336.2776 402.0313
399.8000 349.8750
411.4653 212.6406
418.6000 174.3828
402.6735 208.1211
391.4286 203.7773
395.6735 221.0000
373.5959 343.2070
388.9755 330.7188
421.3510 276.9375
470.0286 333.3125
206.4000 312.4453
270.3796 350.7266
235.1061 352.0469
198.2000 322.6797
609.4082 252.6602
42.2490 273.8672
307.9796 347.6875
227.3061 350.9180
414.8122 367.4453
428.5388 381.0430
397.4286 254.7656
209.4082 316.6328
313.7551 340.7773
278.9959 334.6563
324.5919 328.0703
274.0980 320.0156
332.5714 319.7422
513.8817 257.6172
474.8163 248.7188
465.4000 257.3125
470.3265 256.7500
479.0735 260.6484
346.4041 317.4219
504.4816 248.6172
517.3184 254.3047
347.1265 326.4141
141.3265 276.7969
152.8612 276.2344
370.0816 346.3789
156.0939 285.0664
447.5388 413.2813
203.0082 386.6563
215.2367 393.3398
204.2408 409.3750
483.4816 308.0078
482.2245 320.2500
473.2245 328.5469
452.3714 328.6875
167.6939 409.5156
175.5469 411.1914
168.6694 420.6875
445.2653 340.1211
449.1959 336.9375
189.6327 410.5859
448.7306 342.2109
183.0123 416.1875
186.1837 413.7656
454.8367 347.4219
170.2857 414.9219
214.9551 412.4180
261.9429 349.5117
309.9959 379.7656
291.6857 392.6875
300.3510 395.6797
307.9510 395.6367
288.3470 381.7656
227.0204 259.2109
99.1755 279.8281
215.6286 294.5938
216.2204 297.3711
236.3469 322.9766
149.7755 346.7578
208.3061 315.9375
397.9265 339.1328
135.4939 329.0625
372.5225 324.7305
233.7469 345.1875
