Left Wrist
574.5918 458.8906
545.5183 430.4063
567.8694 471.8242
571.2449 439.0000
541.4326 421.9141
536.4286 453.4922
544.6449 424.9297
548.0980 433.8086
550.1714 475.4922
554.4081 293.4297
567.7102 294.2813
584.1755 295.1406
575.2327 302.3750
558.5020 293.6836
576.5306 298.9141
582.2531 303.5234
564.0123 283.2500
523.2571 370.6797
616.4081 328.0977
366.5143 398.0313
670.2939 362.0195
604.2286 283.8672
575.2163 287.8750
633.4204 307.6914
594.1306 365.1172
660.3062 359.9609
585.5428 408.9961
150.5428 379.4063
617.8000 357.3867
639.2653 395.3359
605.3878 373.1953
599.4898 400.7930
685.6531 341.5781
499.7510 439.2070
503.4612 428.9844
298.6286 412.6250
279.8000 411.5625
561.1959 398.0234
250.7265 415.5508
301.4204 346.8359
653.8816 445.1992
645.0490 407.6563
383.8571 304.3242
394.2449 323.9531
628.5143 326.1094
391.3061 335.2109
367.8041 278.3281
401.0286 276.5938
391.9184 283.8594
415.6531 383.4531
541.1959 347.5703
394.7143 274.9844
596.4000 417.2500
603.0041 414.8281
592.6449 395.7969
384.2653 295.4688
298.6531 301.7500
200.0408 175.4063
347.4000 297.6406
205.0980 169.3242
345.8326 261.4844
149.0857 272.5156
367.9755 207.1914
330.2041 233.7891
357.9388 201.0625
365.1714 249.5898
371.0449 234.0313
394.0163 224.0313
364.0694 255.5781
377.2041 238.4922
513.9796 334.7656
516.4939 349.8438
530.2408 353.6563
471.0245 322.4648
482.9469 327.5547
504.8979 391.2578
505.7755 391.7188
499.2857 382.3398
500.3061 375.6250
499.5714 383.1250
181.5265 322.1641
191.1877 453.8867
204.9183 415.1250
140.4000 422.5859
156.2857 284.9766
152.2898 267.8477
192.4408 289.6172
184.5428 299.9766
371.0571 337.8125
273.7429 276.1641
204.9306 274.7617
144.1429 268.2227
526.9225 251.4375
528.0694 254.6445
490.2408 233.9688
478.5714 297.9570
525.9673 226.4648
511.8286 257.3789
496.1674 271.9688
522.5756 246.0625
528.3673 253.4531
528.4204 249.8242
513.0327 262.6875
285.8082 233.8359
304.7347 247.5000
303.3184 281.6016
303.0163 325.1602
288.0775 342.7344
302.8735 373.6055
569.5756 312.3789
298.3510 281.9375
528.0122 243.0977
535.2776 256.6719
560.5184 265.9219
355.0367 310.2266
556.0164 285.3750
366.8776 272.3672
343.8286 274.9531
422.8490 259.0391
257.7633 309.2031
418.7020 257.1641
515.9388 299.6406
198.7347 296.8984
228.4000 308.0117
505.0490 325.0391
368.0245 322.4570
371.3143 318.9063
401.0000 353.0000
261.3429 332.8047
281.0857 330.7344
367.4612 356.1250
368.5959 353.9883
439.3061 352.0000
441.2653 349.4375
455.4694 348.6875
165.6653 236.7031
411.5674 228.2852
418.4041 230.2969
422.8898 230.6758
300.4327 285.4688
394.2408 385.0156
162.3592 270.3281
435.7714 302.7813
435.1918 275.0781
434.5102 294.0313
431.5306 288.5820
436.2490 264.5781
410.0408 267.5195
400.6571 301.3984
169.1388 395.9531
426.1429 300.9688
430.3265 441.2031
540.1510 354.1445
417.2367 419.3594
177.3837 394.9375
414.1755 421.7031
510.9265 107.0313
524.3387 62.1094
529.3837 382.4219
446.4572 401.7031
443.9184 409.6953
413.4694 405.6484
406.9428 403.8008
199.3959 392.9453
535.4082 335.5547
339.9796 351.6563
348.1837 353.7188
334.5551 344.0938
360.0653 388.4141
388.5143 385.6563
377.3428 345.0625
383.2163 398.0977
384.9020 402.4375
354.3837 375.6055
344.8041 393.3242
403.6490 312.4336
407.2000 294.5703
582.8449 311.1250
417.3143 235.5547
583.0000 311.8906
570.6327 297.8320
570.4286 294.7031
438.4572 224.3633
179.5347 197.1172
250.5918 230.1211
332.3673 262.2148
166.6612 314.9531
455.2285 364.5000
516.9592 307.1250
201.7714 375.6563
121.1918 329.4570
214.1429 371.5000
194.8163 299.8594
349.6245 319.0547
440.7592 323.7188
172.9633 407.0469
639.2816 361.5742
166.0000 400.4180
641.3102 352.4727
642.2000 353.6406
140.7959 405.3281
636.0612 361.4531
168.9102 415.3047
189.5714 395.2734
633.7469 361.3242
238.9551 394.4258
208.7551 317.0508
169.8000 282.9219
635.7755 362.4688
188.6572 288.9648
208.0367 292.3555
204.8775 290.9688
261.4898 298.1875
341.4000 296.6758
368.7347 288.0273
386.9184 279.6875
380.0816 312.2422
401.8367 322.5547
392.6000 349.1875
388.7959 383.3789
386.6449 349.0938
398.7510 339.4688
352.5428 351.2266
347.3714 342.9844
334.8122 347.9063
333.5061 363.8438
345.2368 352.1094
587.1837 356.7500
329.3714 352.4063
327.5714 343.6172
312.6122 341.1992
342.5878 353.4766
417.8980 355.6250
412.9796 389.4570
391.2000 327.5547
361.1224 396.0938
349.7592 385.9766
368.0000 370.6641
597.7429 371.5234
410.0000 318.0703
358.8306 344.5000
374.7143 302.3555
373.7837 290.6563
378.8571 270.3516
354.4286 327.5938
405.1592 259.1367
382.9633 290.1875
399.4939 279.6563
376.3347 323.1328
387.8571 263.5000
367.4000 364.4844
325.8571 362.2500
248.5714 382.7969
517.2000 350.0781
497.9184 396.7578
542.8694 413.0000
182.0775 325.4609
529.0735 407.2344
294.6857 298.0938
596.9592 389.9336
388.6408 296.7773
174.2286 410.5859
271.4081 405.9219
275.3429 403.8750
343.0000 381.7500
398.5919 343.5000
518.8979 249.3555
655.1143 369.1016
519.4327 240.2500
408.9919 340.3828
649.9510 369.9531
408.7143 338.8750
420.8000 341.1523
351.8571 249.1133
293.7755 365.9609
455.1347 272.1406
298.3429 371.4961
459.6694 265.2266
255.1224 364.9492
259.0735 367.6875
247.1224 361.9141
663.4122 384.6289
657.2776 388.3125
663.7510 353.9375
340.0408 261.4297
630.6122 342.5977
553.3387 346.7266
469.0694 335.8711
535.3796 287.6836
523.8000 283.5703
284.7265 368.6094
496.8776 319.8438
325.5959 379.6016
335.8490 387.7070
348.2204 425.8359
290.8979 421.5547
308.7265 412.9844
311.0408 413.0000
283.6857 329.8594
269.1429 316.1914
292.5429 366.0938
296.5061 341.2578
278.0081 317.6250
185.5265 393.6563
563.3959 338.4844
211.3184 407.2070
298.1673 345.2266
315.0857 367.5781
506.3592 280.7773
493.8816 280.2813
529.6000 305.3750
537.9755 295.6406
516.6326 299.0625
511.1633 294.7188
331.5919 390.8398
516.1021 308.8633
510.5428 306.1523
508.2122 306.3828
502.0408 313.4766
491.3714 312.3125
477.5102 323.9727
301.8163 391.1758
442.4531 317.7656
438.7143 309.0313
442.8408 303.4609
462.4000 316.0781
498.2939 327.5781
536.9388 268.9297
538.4204 273.7344
569.6000 280.5625
566.1510 301.4258
584.8163 278.4961
608.2571 276.3164
627.2122 256.9688
637.1470 265.5469
447.9796 365.6445
343.2122 333.8125
416.7143 334.3789
466.8857 358.5508
474.0449 350.0938
463.4081 356.5820
119.3061 398.3828
206.4000 404.2031
206.9347 397.6602
208.1714 404.0273
449.8653 350.5352
200.7878 398.8516
205.4490 398.9219
461.7388 342.8750
142.8531 349.3750
449.8857 344.6680
207.4163 276.7734
212.8123 350.2617
217.5510 306.0859
311.8571 273.8594
318.0490 271.3906
311.8163 273.1875
599.4000 237.6445
596.9102 233.8750
593.3224 236.3750
378.6286 331.2617
443.8163 375.4375
435.6449 345.6875
434.3306 352.3203
448.2857 346.7656
452.7959 365.0625
443.3837 361.4609
564.1347 362.9805
442.7143 354.6055
454.4081 345.6328
452.0980 363.5781
439.8000 351.9297
424.2000 337.9063
427.6857 353.3750
432.7959 351.1758
556.5837 389.3945
580.5428 326.8047
281.3265 354.6797
285.4898 252.1133
530.6776 337.7148
299.3510 299.2852
473.4245 323.3438
489.6572 343.6875
427.2735 366.7813
232.5755 315.9727
471.8979 346.0156
283.5020 302.1680
238.1714 289.1328
237.6980 286.1250
238.5796 290.3125
238.5428 287.8438
239.8000 301.2031
444.5020 275.5820
444.7837 275.4375
212.2245 332.3086
209.9306 329.7969
208.7347 305.1563
217.8163 299.8828
364.8000 243.9961
355.3714 305.7422
149.5061 333.2656
671.5143 265.6250
156.9633 341.4883
646.6694 264.3984
152.9388 329.1797
146.4245 326.4883
149.1429 316.5938
309.8204 299.9297
263.9959 311.9766
541.8000 334.8828
628.0286 273.6250
163.7510 320.4180
168.8980 317.6484
170.2245 322.9688
166.2041 324.5625
319.4490 325.0156
371.0694 255.3359
352.3102 255.0313
421.4449 298.1680
373.4082 281.2813
450.2653 280.6719
533.2000 287.5391
510.2204 296.2734
535.6531 369.1289
206.5143 375.3672
82.0571 369.7344
324.7020 416.4727
387.5347 265.8906
504.8979 206.9922
594.4000 289.3789
632.4735 296.2656
602.7061 283.4297
595.6735 295.4609
654.0775 290.6797
638.3715 285.1875
611.2531 280.5078
601.9796 279.2500
596.2000 288.8633
564.7551 288.3906
575.2449 287.4297
577.7837 291.7891
613.1796 246.0508
529.0551 241.9238
558.8000 225.6914
584.3959 141.2500
459.3469 257.9766
316.3918 243.0156
492.0816 211.6719
521.1306 214.0547
516.1061 209.0469
235.0122 254.5938
269.1429 243.8789
344.2041 264.4023
361.4694 285.2891
361.5388 283.1406
372.0816 318.3750
374.7510 309.3125
389.4123 325.6523
384.4572 322.3750
598.9959 327.9141
380.0735 305.1875
615.7673 403.7109
387.3592 309.4844
403.0857 308.1484
549.3265 394.3867
552.6735 402.8516
217.2857 359.4063
416.2816 321.4531
563.5714 422.5000
606.6694 325.3125
610.7143 333.6016
598.6938 244.7031
561.7224 329.7109
544.8000 358.7617
543.5714 363.3984
425.3633 322.0898
427.8980 329.4375
432.4490 311.2070
399.5714 356.6055
397.5714 340.2500
74.3878 258.3750
295.2041 236.3867
290.4898 233.6250
330.1633 194.1250
273.5674 221.6445
285.0000 220.0078
573.0000 290.9688
273.6367 229.0703
297.3428 316.8125
291.9061 299.2656
294.1959 342.7461
290.5469 383.6445
404.9918 225.4453
412.3061 253.0820
411.5428 253.0859
409.0204 222.4688
397.1633 200.2500
387.1429 180.7813
386.2857 177.6484
396.9061 200.9453
402.5102 223.3750
393.9755 218.6055
380.1633 202.8672
373.6612 203.5898
363.3429 204.0586
368.7061 195.2109
333.5388 183.4063
371.9755 273.7891
367.7755 273.9688
372.5674 270.7031
401.6204 278.1953
431.0775 276.5117
610.5347 319.3672
255.3061 411.8594
262.0612 419.3828
101.2775 333.0625
339.2245 340.4297
322.9225 342.0469
335.5592 349.6250
358.5633 307.8359
370.7755 334.8750
363.0572 330.9531
353.5428 330.4219
362.1347 324.2539
328.9225 328.4141
331.2245 322.2891
342.9919 335.8242
350.7021 365.7266
343.0408 373.0938
341.6571 328.3086
364.8979 301.9375
387.0286 329.3750
360.1143 349.1563
350.7592 375.7969
353.8082 391.5313
373.5714 391.7891
374.2122 394.7266
371.4204 399.7578
369.0735 391.9570
370.1796 393.7852
375.5796 398.4453
277.6367 417.4414
673.2571 274.1719
485.5510 323.9844
465.7143 350.4531
162.9592 342.0781
155.3878 335.7813
463.1469 356.9180
168.9429 327.8594
468.3143 356.0000
459.8775 354.1484
520.1184 416.8359
457.3673 332.4570
390.3265 292.3125
336.6449 320.9961
352.5020 320.5977
211.7714 348.7266
214.6163 348.9766
456.6735 257.5000
451.6653 254.3594
503.3306 401.0820
625.7755 413.2461
655.7347 415.1250
368.1551 343.1797
418.9184 321.4922
608.1714 373.6875
605.3306 368.9922
580.0980 406.5703
588.4000 410.1406
596.7143 397.2656
599.2082 388.9063
594.4612 390.8359
616.6653 360.6094
622.9388 357.4688
597.7143 322.2148
595.4408 327.2031
600.7306 319.0781
638.0571 319.8945
633.0571 327.4453
634.8857 349.0078
627.8163 339.9883
635.3265 346.3594
658.8163 353.7188
224.5714 348.4727
629.6694 367.9414
642.4897 365.0000
365.3265 431.2734
362.2286 450.5742
346.2082 461.6055
384.4000 458.6523
431.2939 434.2305
348.4000 290.1250
263.5510 270.9063
357.4286 271.5859
308.8735 261.6602
273.8694 273.2344
645.9225 361.6094
674.7306 354.8906
662.5102 331.7656
661.0000 325.6875
648.1306 322.2500
638.0775 329.8125
636.4898 341.9531
638.5388 336.6484
627.4898 324.6875
623.8571 327.9375
625.5756 331.9688
648.4694 337.0313
659.6938 346.8594
655.2408 344.1367
650.3224 337.1055
638.8817 342.7930
629.8572 338.4141
624.6531 338.8633
407.9429 268.1875
435.4694 263.0703
332.5510 242.5313
444.5266 237.1484
500.7347 276.4453
321.1224 250.5000
568.1428 303.0625
331.2204 272.4688
320.7551 269.1406
298.7632 278.2305
273.7143 272.9453
255.6367 266.1641
253.2449 266.5391
258.3633 267.0000
595.8326 362.1016
588.5347 384.5391
260.0000 271.0000
587.9592 344.6484
281.7224 266.8945
302.9429 264.4844
309.2612 264.8047
606.3673 325.8867
295.8571 255.4727
303.6694 256.5625
335.2326 271.8164
568.1918 355.0000
152.1429 235.7500
324.2857 208.9375
315.8776 159.2500
420.4082 221.4453
415.4367 163.2305
421.6286 161.3906
385.1021 182.4844
396.4286 208.5117
415.7959 240.4375
266.5428 151.6719
262.0000 150.2617
413.8653 291.3867
407.4286 294.4531
510.7306 177.5313
425.0776 326.2500
365.6326 179.2031
454.4408 274.2031
303.9592 240.7188
411.7878 371.7031
404.6531 362.1914
439.0735 337.8008
432.5388 378.1563
408.8000 388.2305
272.3429 418.8516
281.4653 408.9961
265.8286 407.0078
260.7143 319.6719
496.8000 329.7813
516.7143 307.3047
417.9796 302.1875
313.2857 196.4063
301.0490 259.9492
271.8490 267.6523
290.5143 263.9063
333.0204 300.7344
325.7755 239.8203
284.3878 246.0000
269.4286 242.8281
533.8286 406.5820
270.8653 238.4609
268.7347 241.3164
269.2245 243.7266
270.6408 247.2813
269.6000 246.2461
259.2408 238.6563
263.1633 242.1172
236.3633 244.0703
237.3061 252.5586
231.9061 240.5000
528.0327 329.1406
233.4204 243.2227
225.4490 235.7227
225.7755 246.1563
254.2857 256.5078
256.9796 258.8281
258.8449 271.2773
274.3918 407.4063
260.2980 451.4844
266.0571 388.1484
294.9265 465.5234
295.1306 462.6328
325.2694 487.4258
374.6122 490.1250
179.0939 305.7266
170.9184 305.7500
185.3796 303.3203
249.3469 299.6250
247.1469 300.0938
290.8245 312.1289
325.1388 332.3281
318.4000 348.7227
413.3265 347.2344
408.2898 349.3281
410.6816 349.6328
403.6286 350.0664
413.8367 352.6875
416.6326 346.6641
428.5714 340.5703
431.0408 350.7344
345.2000 334.7188
365.6449 272.0781
505.6000 268.3438
603.8979 272.1211
579.4041 291.4414
552.4000 281.3086
563.1837 252.4375
567.7347 256.5000
574.4898 287.5000
458.7428 368.8594
450.6612 376.8594
437.8000 380.6250
419.2490 390.6719
393.4694 385.6875
392.0735 355.2578
395.1388 354.8086
406.5674 327.4766
441.7347 346.3711
445.1551 359.8125
421.3755 328.7813
425.5918 334.2500
354.7347 310.6953
377.3959 364.2188
443.9347 352.3125
444.7959 350.4453
445.4041 349.7500
441.5510 349.1953
445.2000 352.3281
449.6327 346.1602
441.5837 342.7422
439.8490 338.9766
430.0653 338.8203
434.7429 337.8750
427.1633 348.3984
431.5388 341.0625
441.0571 335.6953
413.1551 389.0938
393.8571 352.7148
370.3510 306.6563
393.0612 296.0469
394.8571 315.3906
400.4367 316.2148
407.8000 314.8594
419.6204 312.1875
399.6979 315.1328
452.5102 308.7148
443.7918 336.6328
454.9184 337.3125
439.8816 347.4492
392.6816 337.2656
390.9592 336.1992
411.0898 288.7500
442.3714 265.6875
559.4490 298.6094
562.7184 319.1719
603.9347 358.8516
259.4286 243.5820
229.8163 244.4922
226.1959 245.8125
215.5510 245.9297
196.8653 245.1250
206.2367 243.5313
233.0735 248.2188
236.1633 244.2852
240.6000 237.4141
210.0204 239.2500
200.8612 254.0781
206.7755 239.1563
264.0694 243.7500
67.8571 238.4844
99.5429 241.5781
184.8979 244.4219
208.7796 239.5625
142.4326 253.0313
158.8980 257.3594
218.4000 241.9180
349.6735 365.8125
320.0163 297.5938
355.1184 350.5625
346.7184 359.6406
347.3714 359.6484
349.5510 366.5039
618.4449 241.9375
635.0327 340.9375
620.0531 343.7930
619.3306 352.5625
628.8776 339.0469
602.2286 347.2578
608.7347 339.0625
624.8163 349.6016
625.5796 339.1563
627.1428 335.0195
357.9306 350.1406
359.2204 350.3125
357.4081 353.0000
311.8408 327.5938
356.3510 355.4375
669.2163 301.4336
352.1674 353.4219
604.7510 240.7188
612.8000 233.5859
597.0408 227.4063
205.1633 371.2070
622.3184 255.0547
610.5714 274.6055
609.9347 264.4219
573.3306 235.3984
561.3021 236.2656
555.7061 252.7109
552.2571 283.1250
551.1224 279.9063
523.2980 287.5078
522.9224 290.8125
525.9183 290.1914
529.4694 288.2500
511.1755 279.9688
533.4000 317.4375
556.0327 297.4141
460.5918 332.3750
460.9225 341.0117
567.6000 283.5781
550.8204 282.3438
365.5551 353.6602
406.2816 358.3750
393.1510 367.6406
414.7224 367.9063
417.3020 364.6875
422.2367 367.6875
428.1102 353.3438
425.2367 372.0000
423.8735 375.3203
443.9429 391.9297
589.6122 343.2344
356.2735 396.5273
381.9306 416.0898
476.3918 417.7227
513.4694 360.8164
337.9306 421.3008
495.1469 417.4688
530.3837 408.6641
532.3224 375.6250
541.6449 375.4531
535.0000 357.0039
279.5143 465.2891
535.8000 399.1758
522.3429 408.6328
518.1674 416.6875
523.5102 421.2344
553.6735 441.1836
563.3102 415.3750
585.6776 416.7734
515.8571 409.8906
623.3715 410.7148
596.7796 373.6953
577.7184 349.2969
574.8163 340.8672
577.9184 347.0938
624.5837 323.8477
610.8898 291.4141
441.7224 395.2188
579.5266 246.6328
538.1714 229.8906
143.3959 226.2266
145.4898 226.2813
636.1224 270.5313
625.7306 232.3086
260.8694 284.1641
608.7266 232.0000
605.2857 226.3906
270.9592 279.9453
623.4286 247.7031
267.1021 298.3047
626.0000 238.2930
625.6531 236.7813
275.1143 296.4688
616.2449 240.6289
615.8898 248.1875
608.7551 256.8906
602.5592 251.4141
556.2368 274.3438
292.6612 300.6641
356.6857 345.6016
548.7592 301.1094
562.0898 322.0000
366.8653 362.4648
555.5143 327.5547
348.2857 379.8750
367.0408 384.9531
537.8163 303.2773
554.8898 307.5469
649.2123 366.9844
615.8776 350.3828
626.3062 335.4766
626.4857 331.8125
625.0000 332.9063
614.0530 336.6250
628.1796 345.1797
626.6326 337.9531
449.0327 390.2969
465.2857 392.4375
495.8775 395.7500
415.9347 401.4063
426.1225 388.4180
623.6449 325.6445
621.2776 324.9063
660.1306 313.3750
703.2653 352.0781
671.1470 332.3906
606.5755 394.0625
616.3062 383.4844
613.7877 374.6016
617.0041 388.6367
613.4041 390.4961
626.4735 401.9570
631.7551 445.0586
624.6326 421.2813
248.8980 330.9688
289.6694 314.2734
298.1225 320.0313
297.5796 322.9727
516.0327 389.1172
529.3715 382.6875
308.9796 312.5938
304.1837 298.7031
272.2857 306.3516
199.1837 350.8711
165.0816 345.5391
164.6980 363.5859
596.0612 355.9375
624.8163 390.0781
581.9592 432.3906
186.4980 358.7539
162.5510 357.0078
228.9061 332.0781
249.2449 361.2656
290.1551 383.2969
556.3796 458.6250
583.7428 422.6758
545.3387 443.0313
292.0735 392.5625
307.6245 383.0273
293.2857 384.6250
310.3265 388.7109
304.7020 386.6094
302.7061 383.9844
304.8571 383.1797
528.9836 416.3125
305.8286 312.1445
328.7143 264.1328
286.0612 316.7734
285.8490 384.2813
290.0000 381.0000
302.7429 377.2344
454.5919 338.3750
498.7102 346.3555
556.6857 394.8594
661.0817 416.3594
228.1102 280.7500
729.5347 345.9063
250.6204 342.6211
268.9837 394.3516
272.7347 389.3672
272.3878 381.7500
273.8939 398.3672
274.7061 390.2461
81.4612 395.0313
87.1429 392.2227
74.3061 387.6719
671.4000 406.1406
56.0082 379.1367
131.7143 378.8320
201.6408 353.0313
280.3061 345.0508
293.1020 363.2852
291.2857 358.2734
261.7143 338.4805
241.8490 332.2813
256.2204 322.9023
280.4163 328.0859
294.7429 352.9023
285.0000 350.0234
274.0572 314.9063
304.2531 293.5313
291.1020 340.2422
296.2612 304.5313
296.8000 317.5977
165.8326 362.6758
150.4775 334.1563
167.0286 316.1250
155.6122 312.3359
299.3918 339.1328
332.1388 290.5078
228.3265 344.1211
117.2857 306.9414
174.1021 313.5508
193.5020 297.0469
231.9429 273.2500
237.7429 282.4531
315.5265 333.7188
378.4939 340.3711
316.3224 323.9063
346.0204 310.4453
356.9592 316.8750
340.1837 323.9844
370.2653 267.9688
367.5102 268.3750
369.2082 263.7109
390.8735 267.5000
389.4775 260.1797
407.5428 259.6328
394.8449 262.7500
401.3510 263.7578
398.5510 265.1250
400.0082 263.0703
398.7837 261.9375
385.9796 261.2539
380.3714 265.2188
368.1959 262.7969
327.7347 297.5313
368.5306 358.4375
366.7755 369.0938
324.0612 314.3359
322.6204 310.9922
217.8122 295.8984
594.0000 400.7266
340.5959 216.0938
380.1265 230.0000
388.0286 239.7656
385.7306 236.4844
377.0286 236.7891
428.1061 364.4219
432.9673 364.4961
446.3469 367.7344
443.7959 367.4375
443.0204 362.9844
392.8123 239.6250
403.8163 237.8906
392.9143 247.1250
386.8245 244.4570
390.5102 239.7422
418.9306 224.7109
409.6286 231.6250
395.1714 232.9531
390.7551 248.7109
406.6163 221.9609
416.2694 414.2500
424.4286 317.0313
447.9184 256.0703
347.8163 216.0234
353.7143 207.8359
291.3551 228.2969
222.3837 275.3984
267.2857 251.6211
145.3592 312.8750
408.4122 260.9961
371.4163 284.3125
265.8694 267.2500
252.7592 283.7188
71.3673 240.0508
183.0204 265.0117
203.1021 267.9883
194.8408 265.6875
225.6000 305.1172
236.3469 303.9570
237.8163 308.2266
332.1429 313.4063
430.4367 346.0977
249.3510 306.6406
424.6000 345.9844
469.4653 301.7617
441.8735 335.5313
359.9265 339.0781
635.6245 192.4297
458.4081 251.1719
391.0204 257.8984
307.6735 331.6641
309.0327 334.9922
323.2449 309.8984
335.3429 307.2344
359.5959 325.6250
398.2163 333.4258
338.5714 343.9648
344.1469 338.3828
358.5428 340.0938
379.7959 364.0742
366.1021 362.0078
302.4245 340.0000
295.8204 319.3906
307.2449 334.1250
336.7551 292.1094
290.5306 279.6172
241.3674 285.3828
308.7755 301.7734
275.8163 316.7109
318.2368 309.1836
321.7102 283.9688
320.4939 293.1172
319.5755 292.9102
318.8571 294.8438
315.1714 297.7930
319.1021 294.4219
325.7959 287.1406
219.7469 300.0781
148.4572 299.5117
95.0000 306.2305
84.2939 303.0000
111.2245 302.0703
136.0000 294.8477
161.4816 297.7656
211.9919 304.1055
232.6980 304.2031
244.4653 306.3125
270.0122 303.4570
287.2653 318.4375
260.3306 344.6602
345.4081 297.1289
313.8571 315.1875
344.9020 294.6172
329.7306 290.8438
325.5837 326.4141
336.5347 286.9102
346.5755 278.6172
324.5918 291.7500
329.0816 262.5000
327.3633 266.7500
322.0000 290.0000
361.6571 288.5898
373.2612 185.1172
348.2857 146.4844
200.3510 142.6719
142.0000 159.0000
100.5061 158.2227
134.1592 161.3008
135.4939 150.7852
135.3388 155.0039
171.2245 171.3203
197.6735 176.3438
235.3470 207.3516
245.3633 322.0742
239.7959 321.7578
208.6776 318.9609
242.4490 314.6953
289.7102 294.4844
305.5102 316.5156
318.7143 299.8633
330.9388 316.0469
356.4000 299.8438
378.6000 286.9375
384.7306 283.7188
369.8735 274.1563
357.8775 271.9766
347.4286 287.3047
357.2776 278.8945
367.0694 290.8750
371.3837 283.3789
474.5959 380.0371
513.6408 379.3047
163.8490 413.6875
548.3837 403.4531
172.2816 387.3281
214.9061 379.1992
486.4857 402.3750
466.5306 400.0195
452.4857 391.6953
456.2286 392.5313
451.2408 389.1211
324.2082 367.8594
321.3265 405.8945
335.2163 398.5703
391.6000 296.4609
406.1674 336.3359
329.0286 348.3125
246.6613 393.7109
237.7143 395.6484
249.5919 402.3125
260.2979 402.8672
266.4204 399.1563
282.6898 404.8359
317.5061 434.7539
517.9388 365.4688
265.4286 414.8281
280.0122 429.7422
551.7755 371.0234
655.2939 463.2930
328.2286 371.8594
119.9429 296.0078
117.5755 319.6641
317.1674 400.6484
510.2653 403.9063
387.4490 250.6289
116.2327 374.6250
150.7347 338.1484
127.4694 361.1836
334.7020 410.0469
175.8571 348.9063
340.7959 413.7227
342.8286 418.0000
324.1633 417.0547
524.3265 363.9180
523.1592 368.4531
523.4572 369.6211
524.0000 368.2266
524.7673 372.6875
530.2653 370.9375
520.7061 353.1875
490.1755 359.7656
493.2245 359.8750
494.0408 369.2031
259.4694 379.4805
238.3429 335.7188
466.5306 337.5781
221.8286 310.8516
254.6000 292.6563
202.3469 322.8750
201.8816 300.4805
200.2531 304.1563
216.2245 299.3281
201.2000 288.4141
196.8123 291.2578
653.1183 327.2500
473.5919 280.9922
536.0980 274.6328
477.3959 291.1484
566.5266 301.4609
161.6735 227.9766
161.3959 239.1992
551.3592 315.3984
153.6000 216.3828
154.1918 212.0742
548.4286 306.8125
250.9673 260.2578
255.1429 246.6563
227.8163 241.3594
223.8775 235.7500
556.4041 306.9688
557.3959 305.2891
588.8245 383.2813
265.4367 215.0000
609.3102 361.6328
604.7184 352.6172
607.7102 352.9336
608.7143 336.2656
621.7632 338.5508
256.7143 279.3438
315.1714 274.9063
356.2449 285.7539
464.0000 294.6602
451.9143 268.3828
285.4898 358.9805
546.8490 278.5547
274.4572 372.4531
556.1592 265.0938
590.3265 274.8164
608.9183 281.3281
611.6000 289.8750
598.3020 293.3750
590.7266 280.3828
580.2776 285.8555
579.4000 295.4766
564.3061 300.3008
551.7347 291.8438
510.4245 285.9102
468.2857 289.7383
445.9143 311.5977
415.9959 389.9531
415.0327 388.8516
341.1143 390.2305
440.2000 263.4531
472.5224 288.5742
449.3265 332.7500
444.9306 331.0156
424.2490 335.6250
405.9347 362.0781
443.1633 335.8320
596.0286 283.9063
557.7632 231.8203
565.2449 226.9102
589.5755 256.0586
608.8449 271.8672
414.8571 373.1406
368.6000 314.4375
385.6041 345.1406
380.4081 332.4688
403.6735 382.6406
371.7755 286.1680
399.1224 314.2813
200.2939 288.5313
426.4571 251.4609
408.2571 330.4609
417.7429 349.7813
410.0408 355.4531
404.0816 306.5820
391.2245 361.0313
361.4367 416.7891
410.2041 274.5156
370.4000 303.2891
369.4245 324.8359
372.8980 302.0078
364.1265 226.1680
370.1224 230.3945
409.0000 242.7656
374.2571 267.1172
396.0000 264.3086
361.6327 265.0938
344.0367 262.3789
469.6327 237.3984
456.8898 343.1250
705.2490 399.9375
436.5633 336.1406
595.8123 309.8750
188.1633 392.8203
439.6612 346.0547
519.0612 372.3750
292.5714 421.2734
572.9306 324.6250
590.8694 336.7188
427.5225 384.5430
449.5633 421.5234
632.8572 303.2500
644.6000 349.7500
637.0204 339.5430
639.8572 333.7500
683.3224 383.7500
623.2204 345.4766
167.2122 353.4453
613.5428 319.8438
178.2653 357.8711
171.2449 354.5859
489.9510 350.6406
169.5428 354.3828
495.8163 347.8750
446.5306 238.8125
431.0204 231.6406
392.5266 292.5195
446.5959 371.6406
591.8000 313.5000
124.9796 288.0000
576.0367 264.7891
481.4980 299.8125
438.3959 323.1563
647.3469 325.1914
622.9265 288.1445
603.4408 321.6484
604.3673 316.6875
255.0286 253.5234
220.4286 262.4063
206.4000 267.2500
190.9102 296.2188
216.5469 273.1055
369.8367 277.4375
183.0612 283.4180
181.4082 280.1563
163.2041 277.4688
179.8939 291.0938
222.5265 277.9609
259.6122 264.7109
267.1633 486.4219
267.0367 476.1719
82.4898 313.3750
176.9102 363.3594
205.8286 346.6172
236.1306 293.6875
7.5143 367.4453
6.5306 294.2813
170.1592 393.2813
382.4857 260.9609
164.5102 377.7500
415.1143 298.7422
382.7429 297.8516
352.4000 310.6250
366.7143 327.4063
373.8817 295.8359
527.5714 282.8906
368.1388 274.6484
308.3469 258.4063
301.8817 306.8438
196.5959 348.2461
247.0571 370.6289
403.8571 373.5234
430.7143 377.2148
